"Scientific";"FLICKR_tot";"WIKI_views";"WIKI_lenght";"WIKI_nblang";"WIKI_nbcom";"WOS_all";"WOS_shan_fields";"WOS_CiteScore";"WOS_simp_fields";"WOS_n_fields";"WOS_tot_cit";"WOS_H_index";"NCBI_nuccore";"NCBI_protein";"NCBI_popset"
"Macrodontogobius wilburi";1;2179;429;0;0;2;1,05492016798614;1,7;0,64;3;10;1;0;0;0
"Macropharyngodon bipartitus";57;0;282;9;1;1;0;0;0;0;0;0;0;0;0
"Macropharyngodon choati";15;0;75;9;1;0;0;0;0;0;0;0;12;6;12
"Macropharyngodon geoffroy";190;5956;171;10;1;1;0,693147180559945;3,7;0,5;2;10;1;0;0;0
"Macropharyngodon kuiteri";0;0;92;9;1;0;0;0;0;0;0;0;3;1;3
"Macropharyngodon meleagris";47;12835;196;10;1;1;1,09861228866811;2,6;0,666666666666667;3;0;0;45;36;14
"Macropharyngodon negrosensis";23;4509;310;9;1;1;0;0;0;0;0;0;26;43;16
"Macropharyngodon ornatus";51;7406;185;9;1;1;0;1;0;1;11;1;14;7;8
"Malacanthus brevirostris";20;4521;398;0;0;1;0,693147180559945;2,3;0,5;2;0;0;20;15;1
"Malacanthus latovittatus";38;2926;1157;0;0;1;0;0;0;0;0;0;9;8;1
"Malacanthus plumieri";51;2084;547;0;0;12;1,39232125475743;2,92;0,715;5;183;7;0;0;0
"Malacoctenus boehlkei";38;6097;112;0;0;0;0;0;0;0;0;0;8;7;7
"Malacoctenus ebisui";1;3664;111;0;0;1;0,693147180559945;2,3;0,5;2;2;1;5;5;5
"Malacoctenus hubbsi";3;4562;123;0;0;1;0;0;0;0;0;0;23;5;6
"Malacoctenus macropus";169;4145;161;0;0;1;0;0;0;0;103;1;0;0;0
"Malacoctenus margaritae";0;3525;93;0;0;0;0;0;0;0;0;0;0;0;0
"Malacoctenus tetranemus";1;3051;130;0;0;0;0;0;0;0;0;0;5;5;5
"Malacoctenus triangulatus";223;5116;125;0;0;5;1,31383403319275;3,84;0,72;4;75;2;235;231;23
"Malacoctenus zonifer";0;3349;99;0;0;2;1,05492016798614;4;0,64;3;64;2;6;5;5
"Malacoctenus zonogaster";0;4882;120;0;0;1;1,09861228866811;2,3;0,666666666666667;3;0;0;49;5;6
"Manonichthys splendens";30;8293;468;0;0;0;0;0;0;0;0;0;5;0;2
"Maxillicosta scabriceps";15;0;28;0;0;1;0;2,7;0;1;0;0;4;0;1
"Mccoskerichthys sandae";4;4297;145;6;0;0;0;0;0;0;0;0;10;8;10
"Mecaenichthys immaculatus";40;690;393;9;1;1;0;0;0;0;2;1;17;14;10
"Medialuna californiensis";20;1890;666;0;0;6;0,950270539233235;2,06666666666667;0,56;3;27;2;17;12;9
"Megalops atlanticus";625;20020;2783;26;5;130;2,67543154270843;3,21818181818182;0,854711289859236;49;1053;19;458;23973;18
"Meiacanthus abruptus";1;0;32;3;0;1;0,693147180559945;1,7;0,5;2;5;1;4;4;4
"Meiacanthus atrodorsalis";40;8049;239;10;0;8;1,07354284640852;3,55;0,5625;4;27;3;64;50;9
"Meiacanthus bundoon";1;3999;140;0;0;0;0;0;0;0;0;0;4;4;4
"Meiacanthus crinitus";0;2916;123;0;0;0;0;0;0;0;0;0;3;3;3
"Meiacanthus ditrema";0;4786;158;0;0;0;0;0;0;0;0;0;1;0;0
"Meiacanthus grammistes";89;21848;744;0;0;2;1,38629436111989;3,5;0,75;4;18;1;48;35;29
"Meiacanthus kamoharai";5;4666;292;0;0;1;0;1,7;0;1;0;0;7;5;5
"Meiacanthus lineatus";6;4985;133;0;0;1;0,693147180559945;1,5;0,5;2;0;0;0;0;0
"Meiacanthus luteus";0;2735;142;0;0;0;0;0;0;0;0;0;0;0;0
"Meiacanthus mossambicus";10;3792;159;0;0;0;0;0;0;0;0;0;8;8;4
"Meiacanthus naevius";0;5479;126;0;0;0;0;0;0;0;0;0;0;0;0
"Meiacanthus nigrolineatus";19;7408;240;0;0;4;1,07899220787758;2,06666666666667;0,653061224489796;3;0;0;6;6;5
"Meiacanthus oualanensis";4;6290;117;0;0;0;0;0;0;0;0;0;36;26;23
"Meiacanthus phaeus";0;2808;110;0;0;0;0;0;0;0;0;0;0;0;0
"Meiacanthus smithi";13;2010;191;0;0;1;0,693147180559945;0,7;0,5;2;0;0;12;8;8
"Meiacanthus tongaensis";3;5175;124;0;0;0;0;0;0;0;0;0;4;4;4
"Melanogrammus aeglefinus";31;9271;6942;57;37;999;2,28422934435305;4,62751842751843;0,78739859596503;70;23218;74;1104;5016;96
"Melichthys indicus";16;5805;318;15;1;0;0;0;0;0;0;0;27;26;14
"Melichthys niger";252;5615;655;15;1;20;1,90824499694867;4,07058823529412;0,784205693296602;11;190;8;125;81;70
"Melichthys vidua";148;4057;367;15;1;6;2,13839724634772;2,56;0,875739644970414;9;58;3;86;116;15
"Mendosoma lineatum";1;3343;453;8;0;2;1,09861228866811;3,1;0,666666666666667;3;2;1;6;3;3
"Meuschenia australis";12;0;97;0;0;4;1,21488965394912;3,65;0,666666666666667;4;40;2;0;0;0
"Meuschenia flavolineata";25;0;103;0;0;0;0;0;0;0;0;0;4;3;0
"Meuschenia freycineti";109;0;101;0;0;14;1,99472286787447;3,52857142857143;0,834720570749108;10;98;6;27;14;4
"Meuschenia galii";8;0;98;0;0;2;0,693147180559945;3,85;0,5;2;52;2;0;0;0
"Meuschenia hippocrepis";39;7490;215;9;2;7;2,21106887114461;3,1;0,88;10;58;3;14;29;3
"Meuschenia scaber";56;1914;295;0;0;21;1,87963142428462;4,35;0,812330989724175;9;561;9;6;3;0
"Meuschenia trachylepis";64;0;89;0;0;5;1,32088834314932;3,46666666666667;0,71875;4;43;3;8;5;8
"Meuschenia venusta";7;0;83;0;0;0;0;0;0;0;0;0;0;0;0
"Microcanthus strigatus";125;4253;606;0;0;10;1,79309401341105;4,21111111111111;0,788927335640138;8;204;3;363;209;24
"Microgobius microlepis";100;0;78;0;0;0;0;0;0;0;0;0;14;13;5
"Microlepidotus brevipinnis";0;0;44;0;0;8;1,49903067297901;1,64285714285714;0,760330578512397;5;16;2;48;35;7
"Microspathodon bairdii";4;3307;347;9;1;0;0;0;0;0;0;0;10;10;10
"Microspathodon chrysurus";463;19763;611;9;1;18;1,69145325204918;3,00769230769231;0,786389413988658;7;339;7;51;45;22
"Microspathodon dorsalis";25;1968;382;11;1;5;1,80951425584928;2,98;0,816326530612245;7;79;4;8;6;8
"Mimoblennius lineathorax";0;2852;196;0;0;0;0;0;0;0;0;0;0;0;0
"Mirolabrichthys evansi";3;0;438;13;0;0;0;0;0;0;0;0;5;5;0
"Mirolabrichthys pascalus";3;0;32;0;0;0;0;0;0;0;0;0;25;47;11
"Mirolabrichthys tuka";9;0;491;0;0;0;0;0;0;0;0;0;11;6;7
"Mola mola";62806;108838;14646;58;23;143;2,7606462986499;4,2843137254902;0,869710743801653;45;1760;24;11416;253;133
"Molva molva";197;12150;3242;33;17;42;2,51696013938818;5,28055555555556;0,866636183508611;25;486;12;164;120;23
"Monacanthus chinensis";189;12098;791;0;0;13;1,22226692353816;2,8;0,643598615916955;5;94;4;70;88;31
"Monacanthus tuckeri";116;0;121;8;0;2;0,636514168294813;3,25;0,444444444444444;2;10;1;30;21;8
"Monodactylus argenteus";134;70622;1292;21;9;29;2,42611222619356;3,05384615384615;0,859168241965974;19;256;8;198;211;81
"Monotaxis grandoculis";203;14697;394;0;0;8;1,99279814410984;2,775;0,8359375;9;76;3;90;99;29
"Monotaxis heterodon";22;0;0;0;0;3;2,16395565688206;4,16666666666667;0,88;9;3;1;97;40;8
"Morwong ephippium";9;62;389;0;0;0;0;0;0;0;0;0;3;2;0
"Morwong fuscus";201;72;929;0;0;13;2,06000767331262;5,55555555555556;0,858710562414266;9;133;7;5;3;0
"Mugil cephalus";737;75917;4474;65;36;1768;3,49625658889683;3,87204081632653;0,933050616736994;122;24977;69;0;0;0
"Mugil curema";69;6056;951;12;3;187;2,74581963038218;2,811875;0,881841165972635;38;1845;22;835;485;63
"Mugil galapagensis";0;1;306;65;36;1;1,09861228866811;2,3;0,666666666666667;3;0;0;51016;46281;122
"Mulloidichthys dentatus";21;0;213;0;0;10;1,92295892360442;1,9;0,836565096952909;8;43;4;89;86;2
"Mulloidichthys flavolineatus";136;1018;472;15;1;28;1,98620922425032;2,72608695652174;0,825310978907518;11;338;7;416;182;44
"Mulloidichthys martinicus";157;3149;897;0;0;9;2,15006022448424;4,4125;0,865051903114187;10;248;6;209;101;3
"Mulloidichthys mimicus";2;0;94;0;0;0;0;0;0;0;0;0;25;24;2
"Mulloidichthys vanicolensis";417;4170;931;0;0;14;2,41811914635932;3,57857142857143;0,876953125;16;278;7;365;385;16
"Mullus argentinae";1;1888;305;11;2;8;1,79865220625213;2,9;0,809917355371901;7;157;6;44;21;5
"Mullus surmuletus";337;18087;3855;33;29;250;2,95953093218091;3,72413793103448;0,893537157871463;56;3898;36;886;210;43
"Muraena argus";11;8688;267;0;0;1;0,693147180559945;2,8;0,5;2;0;0;1;0;0
"Muraena augusti";96;9182;527;0;0;2;1,38629436111989;3,7;0,75;4;25;1;89;79;9
"Muraena clepsydra";3;6377;326;0;0;1;0,693147180559945;1,1;0,5;2;0;0;0;0;0
"Muraena helena";1044;12938;4244;32;18;53;2,50829988081935;2,97560975609756;0,885588842975207;20;271;10;75;66;9
"Muraena lentiginosa";25;12802;196;0;0;1;0,693147180559945;1,2;0,5;2;0;0;2;0;2
"Mycteroperca bonaci";340;31517;693;0;0;72;2,20088222772584;2,84166666666667;0,8310322156476;20;932;17;172;48;15
"Mycteroperca fusca";35;8490;518;0;0;5;1,89378823239114;3,74;0,84297520661157;7;76;4;16;14;12
"Mycteroperca interstitialis";14;11519;1581;0;0;10;2,37976120538932;3,04;0,88;14;154;6;0;0;0
"Mycteroperca jordani";10;2809;1225;0;0;4;1,49417513828931;3,9;0,75;5;264;3;0;0;0
"Mycteroperca microlepis";50;41432;1911;0;0;146;2,12459574146226;3,48425196850394;0,776411631023833;34;1964;25;352;29;31
"Mycteroperca olfax";8;2114;695;0;0;18;3,03736020918087;4,03125;0,9432;25;223;8;9;3;8
"Mycteroperca rosacea";24;11667;607;0;0;41;2,50684703363713;3,43589743589744;0,857525282569899;23;688;13;350;179;12
"Mycteroperca tigris";78;12079;1259;0;0;16;2,07586590357973;3,01875;0,813019390581717;14;89;7;76;30;12
"Mycteroperca xenarcha";6;8404;443;0;0;0;0;0;0;0;0;0;15;10;3
"Myoxocephalus scorpius";197;52845;1877;23;13;272;3,1734188590515;4,79246231155779;0,933959216052999;61;3123;29;573;541;28
"Myrichthys maculosus";59;24453;620;11;2;1;0;2,5;0;1;6;1;17;34;7
"Myrichthys tigrinus";7;2272;500;0;0;1;1,09861228866811;2,3;0,666666666666667;3;0;0;0;0;0
"Myripristis adusta";35;8061;441;0;0;1;0;1,5;0;1;0;0;21;16;8
"Myripristis amaena";13;2219;90;0;0;2;0;3,8;0;1;18;2;19;14;6
"Myripristis berndti";104;3563;206;0;0;5;1,33217904021012;1,9;0,72;4;175;4;250;301;18
"Myripristis clarionensis";0;1781;232;0;0;0;0;0;0;0;0;0;0;0;0
"Myripristis earlei";0;732;124;0;0;1;0;1,7;0;1;6;1;6;6;0
"Myripristis gildi";0;687;92;0;0;0;0;0;0;0;0;0;0;0;0
"Myripristis hexagona";3;1117;188;0;0;1;0,693147180559945;0,7;0,5;2;0;0;59;49;16
"Myripristis jacobus";163;14520;942;0;0;5;1,49417513828931;1,8;0,75;5;110;2;60;58;9
"Myripristis kochiensis";1;3674;61;0;0;0;0;0;0;0;0;0;12;4;1
"Myripristis kuntee";53;5613;69;0;0;3;0,950270539233235;2,5;0,56;3;0;0;45;37;9
"Myripristis leiognathus";4;2084;343;0;0;1;0,693147180559945;1,1;0,5;2;16;1;8;7;7
"Myripristis murdjan";93;8911;884;0;0;7;1,88669678465808;2,7;0,84;7;62;4;81922;38179;18
"Myripristis pralinia";10;929;161;0;0;2;0,693147180559945;4,65;0,5;2;7;1;45;35;6
"Myripristis randalli";0;646;86;0;0;0;0;0;0;0;0;0;7;7;7
"Myripristis tiki";0;575;78;0;0;1;0,693147180559945;0,7;0,5;2;10;1;7;7;3
"Myripristis violacea";32;5296;435;0;0;3;1,242453324894;2;0,666666666666667;4;24;1;72;67;26
"Myripristis vittata";33;6919;497;0;0;0;0;0;0;0;0;0;22;43;15
"Nannosalarias nativitatis";2;4278;185;0;0;0;0;0;0;0;0;0;35;33;15
"Naso annulatus";66;5602;1227;21;1;7;1,81848316301237;2,78571428571429;0,816568047337278;7;34;3;63;34;4
"Naso brachycentron";25;5710;514;0;0;0;0;0;0;0;0;0;13;7;5
"Naso brevirostris";172;8014;1538;0;0;8;2,08376603748565;3,81428571428571;0,862222222222222;9;110;5;357;126;49
"Naso caeruleacauda";2;2478;84;0;0;1;1,09861228866811;2,3;0,666666666666667;3;0;0;8;7;1
"Naso caesius";1;8775;595;0;0;2;1,03972077083992;4,5;0,625;3;0;0;89;29;6
"Naso elegans";123;15816;1242;0;0;4;1,74786809746676;5,625;0,816326530612245;6;85;3;793;6738;14
"Naso fageni";0;7750;75;0;0;2;0,693147180559945;0,7;0,5;2;0;0;4;2;1
"Naso hexacanthus";43;12765;821;0;0;7;2,06920246582036;3,91666666666667;0,857142857142857;9;16;2;746;157;14
"Naso lituratus";297;46980;2001;21;3;18;1,97877797297449;4,46666666666667;0,802222222222222;11;337;9;277;170;55
"Naso thynnoides";0;6533;494;0;0;4;1,242453324894;1,63333333333333;0,666666666666667;4;12;2;41;13;2
"Naso tonganus";2;9438;489;0;0;4;1,47507631105469;8,325;0,73469387755102;5;36;3;1143;930;21
"Naso unicornis";248;7927;2022;26;2;55;2,32866378451268;4,75652173913043;0,838337950138504;22;1577;19;809;3974;66
"Naso vlamingii";193;30378;1170;0;0;7;1,42706104338072;5,72;0,716049382716049;5;218;4;326;53;27
"Neatypus obliquus";1;4674;178;0;0;2;2,02532622077007;5,35;0,86;8;19;2;0;0;0
"Nectamia similis";2;0;28;0;0;1;0,693147180559945;1,7;0,5;2;0;0;2;2;0
"Nelusetta ayraud";12;1324;187;0;0;3;0,562335144618808;4,23333333333333;0,375;2;0;0;13;34;7
"Nemadactylus bergi";0;0;72;0;0;10;2,01380589385235;3,43333333333333;0,836565096952909;9;54;4;16;8;0
"Nemadactylus douglasii";257;2003;872;0;0;5;1,83102048111352;5,28;0,814814814814815;7;296;4;8;5;2
"Nemadactylus macropterus";9;32989;702;0;0;48;2,06991876788594;3,97619047619048;0,821166207529844;21;492;12;845;8;14
"Nemadactylus valenciennesi";3;948;391;0;0;3;1,56071040904141;2,86666666666667;0,777777777777778;5;12;1;19;10;3
"Nemanthias bicolor";0;0;377;0;0;0;0;0;0;0;0;0;0;0;0
"Nemanthias dispar";9;0;259;0;0;0;0;0;0;0;0;0;0;0;0
"Nemanthias regalis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Nemateleotris magnifica";209;53333;1998;19;0;3;2,07944154167984;3,1;0,875;8;0;0;111;59;14
"Neocirrhites armatus";57;12830;897;0;0;4;1,67698777432242;3,95;0,790123456790123;6;15;1;96;86;28
"Neoditrema ransonnetii";0;3837;237;0;0;11;1,47507631105469;2,475;0,73469387755102;5;12;3;16;13;0
"Neoglyphidodon bonang";3;3614;306;9;1;0;0;0;0;0;0;0;1;1;1
"Neoglyphidodon carlsoni";6;3622;297;9;1;0;0;0;0;0;0;0;22;19;7
"Neoglyphidodon crossi";5;6654;261;9;1;0;0;0;0;0;0;0;2;0;0
"Neoglyphidodon melas";59;17086;547;11;1;0;0;0;0;0;0;0;111;41;21
"Neoglyphidodon nigroris";69;9671;579;12;1;4;1,38629436111989;3,2;0,75;4;12;1;62;39;16
"Neoglyphidodon oxyodon";35;12529;506;12;2;0;0;0;0;0;0;0;26;23;13
"Neoglyphidodon polyacanthus";17;4462;255;9;1;0;0;0;0;0;0;0;24;21;17
"Neoglyphidodon thoracotaeniatus";15;3587;317;10;1;0;0;0;0;0;0;0;12;9;8
"Neomyxus leuciscus";50;429;320;9;1;0;0;0;0;0;0;0;30;25;12
"Neoniphon argenteus";9;5527;177;0;0;1;0;5,7;0;1;0;0;31;24;14
"Neoniphon marianus";29;10354;720;0;0;2;1,79175946922805;5,1;0,833333333333333;6;28;1;17;17;13
"Neoniphon opercularis";2;5696;157;0;0;0;0;0;0;0;0;0;21;19;15
"Neoniphon sammara";132;9516;624;0;0;6;2,50702643555742;4,34;0,913494809688581;13;93;3;306;315;23
"Neoniphon vexillarium";62;0;11;0;0;0;0;0;0;0;0;0;114;108;78
"Neoodax balteatus";10;2884;195;10;0;8;1,70947277658421;4,25;0,782222222222222;7;122;5;11;8;4
"Neopomacentrus anabatoides";0;3531;108;9;1;0;0;0;0;0;0;0;12;10;4
"Neopomacentrus aquadulcis";0;0;60;8;1;0;0;0;0;0;0;0;1;1;0
"Neopomacentrus azysron";17;7213;120;10;1;3;1,38629436111989;4,6;0,75;4;197;2;51;43;13
"Neopomacentrus bankieri";13;0;111;8;1;5;1,27703425946614;5,78;0,693877551020408;4;80;2;0;0;0
"Neopomacentrus cyanomos";18;6672;373;13;1;23;2,20571989641799;3,35;0,870535714285714;12;62;4;572;544;24
"Neopomacentrus filamentosus";9;0;80;8;1;2;0;7,4;0;1;6;1;22;18;3
"Neopomacentrus metallicus";0;0;71;8;1;0;0;0;0;0;0;0;16;13;7
"Neopomacentrus miryae";6;0;70;8;2;5;2,22002532783454;3,26;0,8828125;10;110;3;52;11;3
"Neopomacentrus nemurus";3;0;78;8;1;1;0;3,2;0;1;1;1;12;12;2
"Neopomacentrus violascens";4;0;76;8;1;2;1,09861228866811;3,2;0,666666666666667;3;34;1;6;6;0
"Neosebastes pandus";6;0;28;0;0;3;1,05492016798614;3,5;0,64;3;20;2;15;10;6
"Neosebastes scorpaenoides";26;0;29;0;0;1;0;1,5;0;1;0;0;3;3;0
"Nesogobius hinsbyi";2;0;106;0;0;0;0;0;0;0;0;0;4;4;0
"Nesogobius pulchellus";12;0;99;0;0;0;0;0;0;0;0;0;3;3;0
"Nexilosus latifrons";0;339;391;9;1;0;0;0;0;0;0;0;3;1;3
"Nicholsina denticulata";2;0;92;10;1;2;1,03972077083992;2,65;0,625;3;0;0;7;4;2
"Notocirrhitus splendens";13;2121;386;0;0;0;0;0;0;0;0;0;3;3;1
"Notoclinops segmentatus";12;1308;415;0;0;2;1,32966134885476;3,15;0,722222222222222;4;48;2;0;0;0
"Notoclinops yaldwyni";5;1153;310;0;0;0;0;0;0;0;0;0;0;0;0
"Notoclinus fenestratus";0;983;132;0;0;0;0;0;0;0;0;0;0;0;0
"Notolabrus celidotus";14;1956;252;10;1;78;1,97040267926839;3,95344827586207;0,789769670888552;18;1901;23;0;0;0
"Notolabrus cinctus";1;1453;208;11;1;2;0;2,5;0;1;6;1;1;1;1
"Notolabrus fucicola";15;9740;1224;12;1;24;1,77877797151237;3,85238095238095;0,79443359375;9;551;12;23;8;9
"Notolabrus gymnogenis";87;4179;353;10;1;3;1,55958115625988;4,36666666666667;0,78125;5;12;1;7;3;4
"Notolabrus inscriptus";7;1821;369;11;1;0;0;0;0;0;0;0;1;1;1
"Notolabrus parilus";5;622;453;10;1;13;1,74399683333386;3,49230769230769;0,784023668639053;8;121;4;4;0;1
"Notolabrus tetricus";57;722;729;10;1;17;1,76597901356279;3,29375;0,7725;10;314;5;9;3;4
"Novaculichthys taeniourus";227;21392;1642;14;1;4;1,31078367809971;3,725;0,716049382716049;4;85;3;93;107;21
"Oblada melanurus";2;279;305;0;0;1;0,693147180559945;0,9;0,5;2;19;1;0;0;0
"Ocyurus chrysurus";242;8560;2171;21;7;116;2,68550507180779;3,71145833333333;0,866753472222222;39;2731;26;892;406;95
"Odax cyanoallix";0;2118;125;9;1;4;1,97224697942344;3,625;0,84297520661157;8;49;1;6;4;5
"Odax pullus";1;6206;167;8;1;29;1,92803714510901;4,46086956521739;0,789444444444444;15;830;11;14;3;5
"Odontoscion dentex";49;340;470;0;0;2;0;3,1;0;1;0;0;46;40;13
"Odontoscion eurymesops";0;0;322;0;0;0;0;0;0;0;0;0;0;0;0
"Odontoscion xanthops";0;0;365;0;0;0;0;0;0;0;0;0;4;4;4
"Odonus niger";218;6616;1362;23;3;19;2,2983542880154;2,54666666666667;0,855029585798817;14;165;5;211;159;20
"Ogcocephalus darwini";22;7752;2405;0;0;0;0;0;0;0;0;0;0;0;0
"Ogilbia cocoensis";0;0;46;5;0;0;0;0;0;0;0;0;0;0;0
"Ogilbia galapagosensis";0;5822;156;0;0;1;0;0;0;0;0;0;0;0;0
"Ogilbichthys ferocis";0;0;31;5;0;0;0;0;0;0;0;0;0;0;0
"Ogilbyina novaehollandiae";0;4036;97;0;0;0;0;0;0;0;0;0;50;10;11
"Ogilbyina queenslandiae";1;0;28;0;0;0;0;0;0;0;0;0;0;0;0
"Olisthops cyanomelas";27;5406;140;0;0;16;2,42736868324076;4,27;0,886576482830385;15;224;7;10;32;4
"Oman ypsilon";0;3968;134;0;0;2;0,693147180559945;1,25;0,5;2;3;1;0;0;0
"Omegophora armilla";3;467;262;0;0;0;0;0;0;0;0;0;11;34;8
"Omegophora cyanopunctata";5;725;154;0;0;0;0;0;0;0;0;0;1;0;0
"Omobranchus aurosplendidus";0;2667;96;0;0;0;0;0;0;0;0;0;0;0;0
"Omobranchus germaini";3;9356;146;0;0;0;0;0;0;0;0;0;9;9;5
"Omobranchus mekranensis";0;2953;126;0;0;0;0;0;0;0;0;0;4;4;0
"Omobranchus smithi";1;4110;114;0;0;0;0;0;0;0;0;0;1;0;0
"Ophioblennius atlanticus";123;30602;2047;0;0;23;1,72811485504939;3,31666666666667;0,781592403214025;8;323;9;55;43;24
"Ophioblennius clippertonensis";0;1639;73;0;0;0;0;0;0;0;0;0;0;0;0
"Ophioblennius steindachneri";25;7776;373;0;0;2;0,693147180559945;3,7;0,5;2;5;1;0;0;0
"Ophiodon elongatus";137;3386;2408;0;0;134;2,18239056531997;4,26728971962617;0,799861495844875;28;1847;26;5332;95;26
"Ophthalmolepis lineolata";51;2851;762;15;1;2;0,693147180559945;3;0,5;2;0;0;8;3;4
"Opisthocentrus ocellatus";3;0;101;0;0;4;0,693147180559945;0,9;0,5;2;7;1;52;80;9
"Opisthocentrus tenuis";0;0;30;0;0;1;0;0;0;0;0;0;40;53;8
"Opisthocentrus zonope";0;0;30;0;0;0;0;0;0;0;0;0;27;59;8
"Opistognathus aurifrons";1420;4903;569;8;2;9;1,73212598149027;3,4;0,791111111111111;7;220;4;312;192;39
"Opistognathus darwiniensis";0;0;28;0;0;0;0;0;0;0;0;0;0;0;0
"Opistognathus randalli";35;0;29;0;0;0;0;0;0;0;0;0;4;4;0
"Oplegnathus conwayi";1;0;28;0;0;3;1,6094379124341;3,1;0,8;5;1;1;3;2;0
"Oplegnathus insignis";1;0;43;0;0;3;0,673011667009257;1,36666666666667;0,48;2;7;2;1;0;0
"Optivus agastos";6;4017;118;0;0;1;1,6094379124341;1,1;0,8;5;0;0;5;5;0
"Orthonopias triacis";41;683;534;0;0;3;0,950270539233235;2,06666666666667;0,56;3;0;0;50;44;13
"Orthopristis forbesi";3;0;45;0;0;0;0;0;0;0;0;0;7;5;7
"Ostorhinchus angustatus";11;0;221;0;0;3;1,09861228866811;2,6;0,666666666666667;3;91;3;43;35;3
"Ostorhinchus apogonoides";41;0;29;0;0;4;1,33217904021012;2,56666666666667;0,72;4;0;0;100;93;3
"Ostorhinchus aureus";91;2042;845;0;0;1;0;1,2;0;1;0;0;63;21;5
"Ostorhinchus capricornis";3;3814;301;0;0;0;0;0;0;0;0;0;3;3;0
"Ostorhinchus chrysotaenia";15;0;29;0;0;0;0;0;0;0;0;0;9;9;1
"Ostorhinchus doederleini";34;6674;622;0;0;33;1,63261249279029;3,61612903225806;0,747306863650354;9;795;15;1898;114;15
"Ostorhinchus fasciatus";40;6489;885;0;0;18;1,98939618799953;2,38666666666667;0,834876543209877;10;215;6;137;84;15
"Ostorhinchus flavus";1;1569;138;0;0;0;0;0;0;0;0;0;0;0;0
"Ostorhinchus limenus";52;703;34;0;0;0;0;0;0;0;0;0;2;2;0
"Ostorhinchus luteus";3;0;30;0;0;0;0;0;0;0;0;0;14;13;1
"Ostorhinchus multilineatus";5;0;29;0;0;0;0;0;0;0;0;0;4;1;1
"Ostorhinchus nigrofasciatus";33;5032;77;0;0;3;0,693147180559945;3,45;0,5;2;68;1;63;45;8
"Ostorhinchus norfolcensis";11;0;0;0;0;0;0;0;0;0;0;0;5;5;0
"Ostorhinchus notatus";88;0;0;0;0;10;1,15956979673905;3,3;0,631111111111111;4;154;6;15;13;1
"Ostorhinchus parvulus";61;6108;108;0;0;0;0;0;0;0;0;0;6;3;0
"Ostorhinchus properuptus";15;0;29;2;0;4;1,83437197028162;2,875;0,82;7;38;2;46;11;1
"Ostorhinchus rubrimacula";1;0;46;0;0;1;0;1,7;0;1;13;1;10;7;0
"Ostorhinchus schlegeli";13;0;29;0;0;0;0;0;0;0;0;0;0;0;0
"Ostorhinchus sealei";25;4189;172;0;0;0;0;0;0;0;0;0;0;0;0
"Ostorhinchus urostigmus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ostorhinchus victoriae";5;0;0;0;0;1;0,693147180559945;4,6;0,5;2;58;1;0;0;0
"Ostorhinchus wassinki";18;0;29;0;0;0;0;0;0;0;0;0;4;0;0
"Ostracion cubicum";17;0;470;0;0;0;0;0;0;0;0;0;0;0;0
"Ostracion cyanurus";38;0;194;0;0;0;0;0;0;0;0;0;0;0;0
"Ostracion immaculatum";6;0;45;0;0;0;0;0;0;0;0;0;0;0;0
"Ostracion meleagris";466;18980;1270;17;4;17;2,0029736704259;6,09285714285714;0,830385015608741;10;291;6;66;85;10
"Ostracion solorense";0;0;91;0;0;0;0;0;0;0;0;0;0;0;0
"Ostracion whitleyi";78;0;94;0;0;0;0;0;0;0;0;0;16;36;8
"Othos dentex";1;4258;1424;0;0;3;1,25548232517875;3,33333333333333;0,6875;4;11;2;0;0;0
"Oxycercichthys veliferus";0;285;163;0;0;0;0;0;0;0;0;0;1;1;0
"Oxycheilinus bimaculatus";63;6;200;12;1;3;2,39789527279837;3,33333333333333;0,909090909090909;11;170;1;29;20;6
"Oxycheilinus celebicus";10;0;86;7;1;0;0;0;0;0;0;0;28;24;18
"Oxycheilinus digramma";79;2387;563;14;1;11;1,91469067802819;4,01;0,811224489795918;10;205;7;131;51;21
"Oxycheilinus mentalis";4;3396;199;9;1;0;0;0;0;0;0;0;0;0;0
"Oxycheilinus orientalis";28;0;584;9;1;5;2,16608493924983;2,05;0,8828125;9;17;2;22;19;10
"Oxycheilinus unifasciatus";51;0;554;11;1;3;1,6094379124341;1,4;0,8;5;13;1;33;48;14
"Oxycirrhites typus";291;17987;1563;16;1;2;1,03972077083992;1,7;0,625;3;13;2;12;8;4
"Oxyjulis californica";22;16040;1310;17;1;8;0,943348392329039;4,45;0,58;3;160;6;157;27;17
"Oxylebius pictus";122;2503;1054;0;0;9;1,56437010289277;3,24285714285714;0,754325259515571;6;76;3;35;24;16
"Oxymonacanthus longirostris";291;4580;526;18;2;22;1,55036233416488;4,13684210526316;0,717777777777778;8;319;9;50;70;35
"Pachymetopon aeneum";0;0;66;0;0;3;1,38629436111989;2,85;0,75;4;51;2;12;11;2
"Pachymetopon blochii";6;4863;353;0;0;19;2,06111283257959;3,72666666666667;0,826666666666667;12;133;5;72;38;17
"Pachymetopon grande";0;0;81;0;0;7;1,88915916375402;2,625;0,839506172839506;7;43;2;10;10;5
"Pagellus acarne";20;3569;925;20;6;92;2,70326160688742;2,89736842105263;0,853207823772231;40;1001;20;236;231;30
