"fb_sci_name";"name";"type"
"Mugil cephalus";"Mugil crenilabis our";"syn"
"Mugil cephalus";"Mugil dobula";"syn"
"Mugil cephalus";"Mugil gelatinosus";"syn"
"Mugil cephalus";"Mugil grandis";"syn"
"Mugil cephalus";"Mugil hypselosoma";"syn"
"Mugil cephalus";"Mugil japonicus";"syn"
"Mugil cephalus";"Mugil lineatus";"syn"
"Mugil cephalus";"Mugil mexicanus";"syn"
"Mugil cephalus";"Mugil muelleri";"syn"
"Mugil cephalus";"Mugil mulleri";"syn"
"Mugil cephalus";"Mugil our";"syn"
"Mugil cephalus";"Mugil peruanus";"syn"
"Mugil cephalus";"Mugil provensalis";"syn"
"Mugil cephalus";"Mugil rammelsbergii";"syn"
"Mugil cephalus";"Mugil tang";"syn"
"Mugil cephalus";"Mugil vulpinus";"syn"
"Mugil cephalus";"Myxus barnardi";"syn"
"Mugil cephalus";"Myxus caecutiens";"syn"
"Mugil cephalus";"Myxus pacificus";"syn"
"Mugil cephalus";"Myxus superficialis";"syn"
"Mugil curema";"Mugil curema";"acc"
"Mugil curema";"Liza curema";"syn"
"Mugil curema";"Mugil metzelaari";"syn"
"Mugil curema";"Mugil petrosus";"syn"
"Mugil curema";"Myxus harengus";"syn"
"Mugil galapagensis";"Mugil galapagensis";"acc"
"Mulloidichthys dentatus";"Mulloidichthys dentatus";"acc"
"Mulloidichthys dentatus";"Pseudupeneus dentatus";"syn"
"Mulloidichthys dentatus";"Pseudupeneus rathbuni";"syn"
"Mulloidichthys dentatus";"Pseudupeneus xanthogrammus";"syn"
"Mulloidichthys dentatus";"Upeneus dentatus";"syn"
"Mulloidichthys dentatus";"Upeneus rathbuni";"syn"
"Mulloidichthys dentatus";"Upeneus xanthogrammus";"syn"
"Mulloidichthys flavolineatus";"Mulloidichthys flavolineatus";"acc"
"Mulloidichthys flavolineatus";"Mulloides flavolineatus";"syn"
"Mulloidichthys flavolineatus";"Mulloides samoensis";"syn"
"Mulloidichthys flavolineatus";"Mulloidichthys flavicaudus";"syn"
"Mulloidichthys flavolineatus";"Mulloidichthys flaviolineatus flavicaudus";"syn"
"Mulloidichthys flavolineatus";"Mulloidichthys samoensis";"syn"
"Mulloidichthys flavolineatus";"Mulloidichtys flavolineatus";"syn"
"Mulloidichthys flavolineatus";"Parupeneus flavolineatus";"syn"
"Mulloidichthys flavolineatus";"Upeneus flavolineatus";"syn"
"Mulloidichthys martinicus";"Mulloidichthys martinicus";"acc"
"Mulloidichthys martinicus";"Mulloides martinicus";"syn"
"Mulloidichthys martinicus";"Upeneus martinicus";"syn"
"Mulloidichthys mimicus";"Mulloidichthys mimicus";"acc"
"Mulloidichthys vanicolensis";"Mulloidichthys vanicolensis";"acc"
"Mulloidichthys vanicolensis";"Mulloides erythrinus";"syn"
"Mulloidichthys vanicolensis";"Mulloides vanicolensis";"syn"
"Mulloidichthys vanicolensis";"Mulloidichtys vanicolensis";"syn"
"Mulloidichthys vanicolensis";"Pseudupeneus vanicolensis";"syn"
"Mulloidichthys vanicolensis";"Upeneus vanicolensis";"syn"
"Mullus argentinae";"Mullus argentinae";"acc"
"Mullus surmuletus";"Mullus surmuletus";"acc"
"Mullus surmuletus";"Mullus barbatus surmuletus";"syn"
"Mullus surmuletus";"Mullus fuscatus";"syn"
"Muraena argus";"Muraena argus";"acc"
"Muraena argus";"Gymnothorax argus";"syn"
"Muraena augusti";"Muraena augusti";"acc"
"Muraena augusti";"Murenophis augusti";"syn"
"Muraena augusti";"Thryrsoidea augusti";"syn"
"Muraena augusti";"Thyrsoidea augusti";"syn"
"Muraena clepsydra";"Muraena clepsydra";"acc"
"Muraena helena";"Muraena helena";"acc"
"Muraena helena";"Gymnothorax muraena";"syn"
"Muraena helena";"Limamuraena guttata";"syn"
"Muraena helena";"Limmamuraena guttata";"syn"
"Muraena helena";"Muraena australiae";"syn"
"Muraena helena";"Muraena bettencourti";"syn"
"Muraena helena";"Muraena guttata";"syn"
"Muraena helena";"Muraena helena australiae";"syn"
"Muraena helena";"Muraena punctata";"syn"
"Muraena helena";"Muraena romana";"syn"
"Muraena helena";"Muraena variegata";"syn"
"Muraena helena";"Muraena vorax";"syn"
"Muraena helena";"Muraenophis bettencourti";"syn"
"Muraena helena";"Muraenophis fulva";"syn"
"Muraena helena";"Muraenophis helena";"syn"
"Muraena helena";"Murenophis bettencourti";"syn"
"Muraena helena";"Thyrsoidea atlantica";"syn"
"Muraena lentiginosa";"Muraena lentiginosa";"acc"
"Muraena lentiginosa";"Muraena insularum";"syn"
"Mycteroperca bonaci";"Mycteroperca bonaci";"acc"
"Mycteroperca bonaci";"Bonaci arara";"syn"
"Mycteroperca bonaci";"Mycleroperca bonaci xanthastica";"syn"
"Mycteroperca bonaci";"Mycteroperca bonaci var. xanthosticta";"syn"
"Mycteroperca bonaci";"Mycteroperca bonaci xanthosticta";"syn"
"Mycteroperca bonaci";"Serranus arara";"syn"
"Mycteroperca bonaci";"Serranus bonaci";"syn"
"Mycteroperca bonaci";"Serranus brunneus";"syn"
"Mycteroperca bonaci";"Serranus cyclopomatus";"syn"
"Mycteroperca bonaci";"Serranus decimalis";"syn"
"Mycteroperca bonaci";"Serranus latepictus";"syn"
"Mycteroperca bonaci";"Trisotropis aguaji";"syn"
"Mycteroperca fusca";"Mycteroperca fusca";"acc"
"Mycteroperca fusca";"Serranus emarginatus";"syn"
"Mycteroperca fusca";"Serranus fuscus";"syn"
"Mycteroperca fusca";"Serranus simonyi";"syn"
"Mycteroperca interstitialis";"Mycteroperca interstitialis";"acc"
"Mycteroperca interstitialis";"Labrus guaza";"syn"
"Mycteroperca interstitialis";"Labrus gvaza";"syn"
"Mycteroperca interstitialis";"Mycteroperca calliura";"syn"
"Mycteroperca interstitialis";"Mycteroperca dimidiata";"syn"
"Mycteroperca interstitialis";"Mycteroperca falcata";"syn"
"Mycteroperca interstitialis";"Mycteroperca roquensis";"syn"
"Mycteroperca interstitialis";"Serranus dimidiatus";"syn"
"Mycteroperca interstitialis";"Serranus falcatus";"syn"
"Mycteroperca interstitialis";"Serranus interstitialis";"syn"
"Mycteroperca interstitialis";"Trisotropis chlorostomus";"syn"
"Mycteroperca jordani";"Mycteroperca jordani";"acc"
"Mycteroperca jordani";"Epinephelus jordani";"syn"
"Mycteroperca jordani";"Mycteroperca venadorum";"syn"
"Mycteroperca microlepis";"Mycteroperca microlepis";"acc"
"Mycteroperca microlepis";"Trisotropis microlepis";"syn"
"Mycteroperca olfax";"Mycteroperca olfax";"acc"
"Mycteroperca olfax";"Mycteroperca olfax ruberrima";"syn"
"Mycteroperca olfax";"Serranus olfax";"syn"
"Mycteroperca rosacea";"Mycteroperca rosacea";"acc"
"Mycteroperca rosacea";"Epinephelus rosacea";"syn"
"Mycteroperca rosacea";"Mycteroperca pardalis";"syn"
"Mycteroperca tigris";"Mycteroperca tigris";"acc"
"Mycteroperca tigris";"Mycteroperca hopkinsi";"syn"
"Mycteroperca tigris";"Serranus camelopardalis";"syn"
"Mycteroperca tigris";"Serranus felinus";"syn"
"Mycteroperca tigris";"Serranus repandus";"syn"
"Mycteroperca tigris";"Serranus rivulatus";"syn"
"Mycteroperca tigris";"Serranus tigris";"syn"
"Mycteroperca tigris";"Trisotropis reticulatus";"syn"
"Mycteroperca xenarcha";"Mycteroperca xenarcha";"acc"
"Mycteroperca xenarcha";"Mycteroperca boulengeri";"syn"
"Myoxocephalus scorpius";"Myoxocephalus scorpius";"acc"
"Myoxocephalus scorpius";"Acanthocottus scorpius";"syn"
"Myoxocephalus scorpius";"Cottus groenlandicus";"syn"
"Myoxocephalus scorpius";"Cottus scorpius";"syn"
"Myoxocephalus scorpius";"Cottus verrucosus";"syn"
"Myoxocephalus scorpius";"Myoxocephalus scorpius groenlandicus";"syn"
"Myoxocephalus scorpius";"Myoxocephalus verrucosus";"syn"
"Myrichthys maculosus";"Myrichthys maculosus";"acc"
"Myrichthys maculosus";"Muraena maculosa";"syn"
"Myrichthys maculosus";"Muraena tigrina";"syn"
"Myrichthys maculosus";"Myrichthys aki";"syn"
"Myrichthys maculosus";"Myrichthys rupestris";"syn"
"Myrichthys maculosus";"Ophichthus miyamotonis";"syn"
"Myrichthys maculosus";"Ophichthys dromicus";"syn"
"Myrichthys tigrinus";"Myrichthys tigrinus";"acc"
"Myripristis adusta";"Myripristis adusta";"acc"
"Myripristis adusta";"Myripristis adustus";"syn"
"Myripristis adusta";"Ostichthys adustus";"syn"
"Myripristis amaena";"Myripristis amaena";"acc"
"Myripristis amaena";"Myripristis argyromus";"syn"
"Myripristis amaena";"Myripristis symmetricus";"syn"
"Myripristis amaena";"Neomyripristis amaenus";"syn"
"Myripristis berndti";"Myripristis berndti";"acc"
"Myripristis clarionensis";"Myripristis clarionensis";"acc"
"Myripristis earlei";"Myripristis earlei";"acc"
"Myripristis gildi";"Myripristis gildi";"acc"
"Myripristis hexagona";"Myripristis hexagona";"acc"
"Myripristis hexagona";"Lutjanus hexagonus";"syn"
"Myripristis hexagona";"Myripristes hexagonus";"syn"
"Myripristis hexagona";"Myripristis hexagonatus";"syn"
"Myripristis hexagona";"Myripristis macrolepis";"syn"
"Myripristis hexagona";"Ostichthys spiniceps";"syn"
"Myripristis jacobus";"Myripristis jacobus";"acc"
"Myripristis kochiensis";"Myripristis kochiensis";"acc"
"Myripristis kuntee";"Myripristis kuntee";"acc"
"Myripristis kuntee";"Adioryx borbonicus";"syn"
"Myripristis kuntee";"Myripristes multiradiatus";"syn"
"Myripristis kuntee";"Myripristis borbonicus";"syn"
"Myripristis kuntee";"Myripristis borbonius";"syn"
"Myripristis kuntee";"Myripristis multiradiatus";"syn"
"Myripristis kuntee";"Myripristis phaeopus";"syn"
"Myripristis leiognathus";"Myripristis leiognathus";"acc"
"Myripristis leiognathus";"Myriopristis occidentalis";"syn"
"Myripristis leiognathus";"Myripristis occidentalis";"syn"
"Myripristis murdjan";"Myripristis murdjan";"acc"
"Myripristis murdjan";"Holocentrum melanophrys";"syn"
"Myripristis murdjan";"Myripristis axillaris";"syn"
"Myripristis murdjan";"Myripristis bowditchae";"syn"
"Myripristis murdjan";"Myripristis intermedius";"syn"
"Myripristis murdjan";"Myripristis maculatus";"syn"
"Myripristis murdjan";"Myripristis melanophrys";"syn"
"Myripristis murdjan";"Myripristis murdjan intermedia";"syn"
"Myripristis murdjan";"Myripristis parvidens";"syn"
"Myripristis murdjan";"Ostichthys murdjan";"syn"
"Myripristis murdjan";"Ostichthys parvidens";"syn"
"Myripristis murdjan";"Perca murdjan";"syn"
"Myripristis murdjan";"Sciaena murdjan";"syn"
"Myripristis pralinia";"Myripristis pralinia";"acc"
"Myripristis pralinia";"Holocentrus pralilius";"syn"
"Myripristis pralinia";"Holocentrus pralinius";"syn"
"Myripristis pralinia";"Myripristes kuim";"syn"
"Myripristis pralinia";"Myripristis bleekeri";"syn"
"Myripristis pralinia";"Myripristis kuim";"syn"
"Myripristis pralinia";"Myripristis mooreanus";"syn"
"Myripristis pralinia";"Myripristis pralinius";"syn"
"Myripristis pralinia";"Myripristis praslinius";"syn"
"Myripristis pralinia";"Myripristis sanguineus";"syn"
"Myripristis pralinia";"Ostichthys pralinius";"syn"
"Myripristis randalli";"Myripristis randalli";"acc"
"Myripristis tiki";"Myripristis tiki";"acc"
"Myripristis tiki";"Myripristis amaenus tiki";"syn"
"Myripristis violacea";"Myripristis violacea";"acc"
"Myripristis violacea";"Myripristes australis";"syn"
"Myripristis violacea";"Myripristis australis";"syn"
"Myripristis violacea";"Myripristis microphthalmus";"syn"
"Myripristis violacea";"Myripristis schultzei";"syn"
"Myripristis violacea";"Myripristis undecimalis";"syn"
"Myripristis violacea";"Myripristis violescens";"syn"
"Myripristis violacea";"Ostichthys microphthalmus";"syn"
"Myripristis vittata";"Myripristis vittata";"acc"
"Myripristis vittata";"Myripristis pahudi";"syn"
"Nannosalarias nativitatis";"Nannosalarias nativitatis";"acc"
"Nannosalarias nativitatis";"Blennius nativitatis";"syn"
"Nannosalarias nativitatis";"Nannosalarias nativittatus";"syn"
"Naso annulatus";"Naso annulatus";"acc"
"Naso annulatus";"Naso herrei";"syn"
"Naso annulatus";"Priodon annulatus";"syn"
"Naso brachycentron";"Naso brachycentron";"acc"
"Naso brachycentron";"Naseus brachycentron";"syn"
"Naso brachycentron";"Naso rigoletto";"syn"
"Naso brachycentron";"Prionolepis hewitti";"syn"
"Naso brevirostris";"Naso brevirostris";"acc"
"Naso brevirostris";"Cyphomycter coryphaenoides";"syn"
"Naso brevirostris";"Naseus brevirostris";"syn"
"Naso caeruleacauda";"Naso caeruleacauda";"acc"
"Naso caesius";"Naso caesius";"acc"
"Naso elegans";"Naso elegans";"acc"
"Naso elegans";"Aspisurus elegans";"syn"
"Naso fageni";"Naso fageni";"acc"
"Naso fageni";"Cyphomycter cavallo";"syn"
"Naso fageni";"Cyphomycter fageni";"syn"
"Naso fageni";"Rhinodactylus baixopindae";"syn"
"Naso hexacanthus";"Naso hexacanthus";"acc"
"Naso hexacanthus";"Naseus vomer";"syn"
"Naso hexacanthus";"Naso tapeinosoma";"syn"
"Naso hexacanthus";"Naso thorpei";"syn"
"Naso hexacanthus";"Naso vomer";"syn"
"Naso hexacanthus";"Priodon hexacanthus";"syn"
"Naso lituratus";"Naso lituratus";"acc"
"Naso lituratus";"Acanthurus lituratus";"syn"
"Naso lituratus";"Aspisurus carolinarum";"syn"
"Naso lituratus";"Callicanthus literatus";"syn"
"Naso lituratus";"Callicanthus lituratus";"syn"
"Naso lituratus";"Monoceros garretti";"syn"
"Naso lituratus";"Prionurus eoume";"syn"
"Naso thynnoides";"Naso thynnoides";"acc"
"Naso thynnoides";"Axinurus thynnoides";"syn"
"Naso tonganus";"Naso tonganus";"acc"
"Naso tonganus";"Naseus tonganus";"syn"
"Naso unicornis";"Naso unicornis";"acc"
"Naso unicornis";"Acanthurus unicornis";"syn"
"Naso unicornis";"Chaetodon unicornis";"syn"
"Naso vlamingii";"Naso vlamingii";"acc"
"Naso vlamingii";"Naseus vlamingii";"syn"
"Naso vlamingii";"Naso valmingi";"syn"
"Naso vlamingii";"Naso vlamingi";"syn"
"Neatypus obliquus";"Neatypus obliquus";"acc"
"Nectamia similis";"Nectamia similis";"acc"
"Nelusetta ayraud";"Nelusetta ayraud";"acc"
"Nelusetta ayraud";"Aleuteres velutinus";"syn"
"Nelusetta ayraud";"Aluterus velutinus";"syn"
"Nelusetta ayraud";"Balistes ayraud";"syn"
"Nelusetta ayraud";"Cantherhines ayraud";"syn"
"Nelusetta ayraud";"Monacanthus frauenfeldii";"syn"
"Nelusetta ayraud";"Monacanthus platifrons";"syn"
"Nelusetta ayraud";"Monacanthus vittatus";"syn"
"Nelusetta ayraud";"Monocanthus platifrons";"syn"
"Nemadactylus bergi";"Nemadactylus bergi";"acc"
"Nemadactylus bergi";"Cheilodactylus bergi";"syn"
"Nemadactylus bergi";"Sciaenoides bergi";"syn"
"Nemadactylus douglasii";"Nemadactylus douglasii";"acc"
"Nemadactylus douglasii";"Cheilodactylus douglasii";"syn"
"Nemadactylus douglasii";"Cheilodactylus morwong";"syn"
"Nemadactylus douglasii";"Chilodactylus douglasii";"syn"
"Nemadactylus douglasii";"Chilodactylus morwong";"syn"
"Nemadactylus douglasii";"Nemadactylus morwong";"syn"
"Nemadactylus macropterus";"Nemadactylus macropterus";"acc"
"Nemadactylus macropterus";"Cheilodactylus macropterus";"syn"
"Nemadactylus macropterus";"Cichla macroptera";"syn"
"Nemadactylus macropterus";"Dactylopagrus macropterus";"syn"
"Nemadactylus valenciennesi";"Nemadactylus valenciennesi";"acc"
"Nemadactylus valenciennesi";"Sciaenoides valenciennesi";"syn"
"Nemanthias bicolor";"Nemanthias bicolor";"acc"
"Nemanthias dispar";"Nemanthias dispar";"acc"
"Nemanthias regalis";"Nemanthias regalis";"acc"
"Nemateleotris magnifica";"Nemateleotris magnifica";"acc"
"Nemateleotris magnifica";"Nemateleotris magnificus";"syn"
"Neocirrhites armatus";"Neocirrhites armatus";"acc"
"Neoditrema ransonnetii";"Neoditrema ransonnetii";"acc"
"Neoditrema ransonnetii";"Neoditrema ransonnetti";"syn"
"Neoglyphidodon bonang";"Neoglyphidodon bonang";"acc"
"Neoglyphidodon bonang";"Abudefduf bonang";"syn"
"Neoglyphidodon bonang";"Glyphisodon bonang";"syn"
"Neoglyphidodon bonang";"Paraglyphidodon bonang";"syn"
"Neoglyphidodon carlsoni";"Neoglyphidodon carlsoni";"acc"
"Neoglyphidodon carlsoni";"Paraglyphidodon carlsoni";"syn"
"Neoglyphidodon crossi";"Neoglyphidodon crossi";"acc"
"Neoglyphidodon melas";"Neoglyphidodon melas";"acc"
"Neoglyphidodon melas";"Abudefduf melanopus";"syn"
"Neoglyphidodon melas";"Abudefduf melas";"syn"
"Neoglyphidodon melas";"Abudefduf rhomaleus";"syn"
"Neoglyphidodon melas";"Abudefduf xanthonotus";"syn"
"Neoglyphidodon melas";"Glyphisodon ater";"syn"
"Neoglyphidodon melas";"Glyphisodon melanopus";"syn"
"Neoglyphidodon melas";"Glyphisodon melas";"syn"
"Neoglyphidodon melas";"Glyphisodon xanthonotus";"syn"
"Neoglyphidodon melas";"Paraglyphidodon melanopus";"syn"
"Neoglyphidodon melas";"Paraglyphidodon melas";"syn"
"Neoglyphidodon melas";"Paraglyphipodon melas";"syn"
"Neoglyphidodon nigroris";"Neoglyphidodon nigroris";"acc"
"Neoglyphidodon nigroris";"Abudefduf behnii";"syn"
"Neoglyphidodon nigroris";"Abudefduf coracinus";"syn"
"Neoglyphidodon nigroris";"Abudefduf filifer";"syn"
"Neoglyphidodon nigroris";"Abudefduf xanthurus";"syn"
"Neoglyphidodon nigroris";"Chromis bitaeniatus";"syn"
"Neoglyphidodon nigroris";"Chrysiptera xanthura";"syn"
"Neoglyphidodon nigroris";"Glyphisodon behnii";"syn"
"Neoglyphidodon nigroris";"Glyphisodon nigroris";"syn"
"Neoglyphidodon nigroris";"Glyphisodon xanthurus";"syn"
"Neoglyphidodon nigroris";"Paraglyphidodon behni";"syn"
"Neoglyphidodon nigroris";"Paraglyphidodon behnii";"syn"
"Neoglyphidodon nigroris";"Paraglyphidodon nigroris";"syn"
"Neoglyphidodon nigroris";"Paraglyphipodon nigroris";"syn"
"Neoglyphidodon oxyodon";"Neoglyphidodon oxyodon";"acc"
"Neoglyphidodon oxyodon";"Glyphisodon oxyodon";"syn"
"Neoglyphidodon oxyodon";"Paraglyphidodon oxyodon";"syn"
"Neoglyphidodon polyacanthus";"Neoglyphidodon polyacanthus";"acc"
"Neoglyphidodon polyacanthus";"Glyphidodon polyacanthus";"syn"
"Neoglyphidodon polyacanthus";"Paraglyphidodon polyacanthus";"syn"
"Neoglyphidodon thoracotaeniatus";"Neoglyphidodon thoracotaeniatus";"acc"
"Neoglyphidodon thoracotaeniatus";"Abudefduf thoracotaeniatus";"syn"
"Neoglyphidodon thoracotaeniatus";"Paraglyphidodon thoracotaeniatus";"syn"
"Neomyxus leuciscus";"Neomyxus leuciscus";"acc"
"Neomyxus leuciscus";"Chaenomugil leuciscus";"syn"
"Neomyxus leuciscus";"Chaenomugil nauticus";"syn"
"Neomyxus leuciscus";"Mugil chaptalii";"syn"
"Neomyxus leuciscus";"Myxus leuciscus";"syn"
"Neomyxus leuciscus";"Myxus sclateri";"syn"
"Neomyxus leuciscus";"Neomyxus chaptalii";"syn"
"Neomyxus leuciscus";"Neomyxus sclateri";"syn"
"Neoniphon argenteus";"Neoniphon argenteus";"acc"
"Neoniphon argenteus";"Flammeo argenteus";"syn"
"Neoniphon argenteus";"Holocentrum argenteum";"syn"
"Neoniphon argenteus";"Holocentrum laeve";"syn"
"Neoniphon argenteus";"Holocentrum stercusmuscarum";"syn"
"Neoniphon argenteus";"Holocentrus laeve";"syn"
"Neoniphon argenteus";"Holocentrus laevis";"syn"
"Neoniphon marianus";"Neoniphon marianus";"acc"
"Neoniphon marianus";"Flammeo marianus";"syn"
"Neoniphon marianus";"Holocentrum marianum";"syn"
"Neoniphon marianus";"Holocentrus marianus";"syn"
"Neoniphon opercularis";"Neoniphon opercularis";"acc"
"Neoniphon opercularis";"Flammeo opercularis";"syn"
"Neoniphon opercularis";"Holocentrum operculare";"syn"
"Neoniphon opercularis";"Holocentrus opercularis";"syn"
"Neoniphon opercularis";"Kutaflammeo opercularis";"syn"
"Neoniphon sammara";"Neoniphon sammara";"acc"
"Neoniphon sammara";"Flammeo sammara";"syn"
"Neoniphon sammara";"Holocentrum sammana";"syn"
"Neoniphon sammara";"Holocentrum sammara";"syn"
"Neoniphon sammara";"Holocentrus rubrofuscus";"syn"
"Neoniphon sammara";"Holocentrus sammara";"syn"
"Neoniphon sammara";"Kutaflammeo sammara";"syn"
"Neoniphon sammara";"Labrus angulosus";"syn"
"Neoniphon sammara";"Sciaena sammara";"syn"
"Neoniphon vexillarium";"Neoniphon vexillarium";"acc"
"Neoniphon vexillarium";"Adioryx vexillarius";"syn"
"Neoniphon vexillarium";"Holocentrum vexillarium";"syn"
"Neoniphon vexillarium";"Holocentrus vexillarius";"syn"
"Neoniphon vexillarium";"Sargocentron vexillarium";"syn"
"Neoniphon vexillarium";"Sargocentron vexillarius";"syn"
"Neoodax balteatus";"Neoodax balteatus";"acc"
"Neoodax balteatus";"Neoodax waterhousii";"syn"
"Neoodax balteatus";"Odax algensis";"syn"
"Neoodax balteatus";"Odax balteatus";"syn"
"Neoodax balteatus";"Odax brunneus";"syn"
"Neoodax balteatus";"Odax obscurus";"syn"
"Neopomacentrus anabatoides";"Neopomacentrus anabatoides";"acc"
"Neopomacentrus anabatoides";"Abudefduf anabantoides";"syn"
"Neopomacentrus anabatoides";"Abudefduf anabatoides";"syn"
"Neopomacentrus anabatoides";"Glyphisodon anabatoides";"syn"
"Neopomacentrus anabatoides";"Pomacentrus anabatoids";"syn"
"Neopomacentrus aquadulcis";"Neopomacentrus aquadulcis";"acc"
"Neopomacentrus azysron";"Neopomacentrus azysron";"acc"
"Neopomacentrus azysron";"Abudefduf melanocarpus";"syn"
"Neopomacentrus azysron";"Pomacentrus azysron";"syn"
"Neopomacentrus bankieri";"Neopomacentrus bankieri";"acc"
"Neopomacentrus bankieri";"Abudefduf bankieri";"syn"
"Neopomacentrus bankieri";"Glyphidodon bankieri";"syn"
"Neopomacentrus bankieri";"Glyphisodon bankieri";"syn"
"Neopomacentrus cyanomos";"Neopomacentrus cyanomos";"acc"
"Neopomacentrus cyanomos";"Pomacentrus cyanomos";"syn"
"Neopomacentrus cyanomos";"Pomacentrus leucosphyrus";"syn"
"Neopomacentrus cyanomos";"Pomacentrus prateri";"syn"
"Neopomacentrus filamentosus";"Neopomacentrus filamentosus";"acc"
"Neopomacentrus filamentosus";"Gliphidodon filamentosus";"syn"
"Neopomacentrus metallicus";"Neopomacentrus metallicus";"acc"
"Neopomacentrus metallicus";"Abudefduf metallicus";"syn"
"Neopomacentrus miryae";"Neopomacentrus miryae";"acc"
"Neopomacentrus nemurus";"Neopomacentrus nemurus";"acc"
"Neopomacentrus nemurus";"Glyphisodon nemurus";"syn"
"Neopomacentrus violascens";"Neopomacentrus violascens";"acc"
"Neopomacentrus violascens";"Dascyllus xanthurus";"syn"
"Neopomacentrus violascens";"Pomacentrus violascens";"syn"
"Neopomacentrus violascens";"Pristotis violascens";"syn"
"Neosebastes pandus";"Neosebastes pandus";"acc"
"Neosebastes pandus";"Scorpaena panda";"syn"
"Neosebastes pandus";"Sebastes pandus";"syn"
"Neosebastes scorpaenoides";"Neosebastes scorpaenoides";"acc"
"Neosebastes scorpaenoides";"Scorpaena ambigua";"syn"
"Nesogobius hinsbyi";"Nesogobius hinsbyi";"acc"
"Nesogobius hinsbyi";"Gobius hinsbyi";"syn"
"Nesogobius pulchellus";"Nesogobius pulchellus";"acc"
"Nesogobius pulchellus";"Gobius pulchellus";"syn"
"Nexilosus latifrons";"Nexilosus latifrons";"acc"
"Nexilosus latifrons";"Nexilosus albemarleus";"syn"
"Nexilosus latifrons";"Pomacentrus latifrons";"syn"
"Nicholsina denticulata";"Nicholsina denticulata";"acc"
"Nicholsina denticulata";"Xenoscarus denticulatus";"syn"
"Nicholsina denticulata";"Xenoscarus hubbsi";"syn"
"Notocirrhitus splendens";"Notocirrhitus splendens";"acc"
"Notocirrhitus splendens";"Cirrhitichthys splendens";"syn"
"Notocirrhitus splendens";"Cirrhitus splendens";"syn"
"Notoclinops segmentatus";"Notoclinops segmentatus";"acc"
"Notoclinops segmentatus";"Enneapterygius mortenseni";"syn"
"Notoclinops segmentatus";"Notoclinops bucknilli";"syn"
"Notoclinops segmentatus";"Tripterygion bucknilli";"syn"
"Notoclinops segmentatus";"Tripterygion segmentatum";"syn"
"Notoclinops yaldwyni";"Notoclinops yaldwyni";"acc"
"Notoclinus fenestratus";"Notoclinus fenestratus";"acc"
"Notoclinus fenestratus";"Auchenopterus fenestratus";"syn"
"Notoclinus fenestratus";"Blennius fenestratus";"syn"
"Notoclinus fenestratus";"Tripterygion fenestratum";"syn"
"Notoclinus fenestratus";"Tripterygium fenestratum";"syn"
"Notolabrus celidotus";"Notolabrus celidotus";"acc"
"Notolabrus celidotus";"Julis celidotus";"syn"
"Notolabrus celidotus";"Labrichthys botryocosmus";"syn"
"Notolabrus celidotus";"Labrichthys celidota";"syn"
"Notolabrus celidotus";"Labrus botryocosmus";"syn"
"Notolabrus celidotus";"Labrus celidotus";"syn"
"Notolabrus celidotus";"Labrus poecilopleura";"syn"
"Notolabrus celidotus";"Pseudolabrus celidotus";"syn"
"Notolabrus cinctus";"Notolabrus cinctus";"acc"
"Notolabrus cinctus";"Labrichthys cincta";"syn"
"Notolabrus cinctus";"Pseudolabrus cinctus";"syn"
"Notolabrus fucicola";"Notolabrus fucicola";"acc"
"Notolabrus fucicola";"Labrichthys fucicola";"syn"
"Notolabrus fucicola";"Labrus fucicola";"syn"
"Notolabrus fucicola";"Pseudolabrus fucicola";"syn"
"Notolabrus fucicola";"Pseudolabrus pittensis";"syn"
"Notolabrus gymnogenis";"Notolabrus gymnogenis";"acc"
"Notolabrus gymnogenis";"Labrichthys gymnogenis";"syn"
"Notolabrus gymnogenis";"Labrichthys nigromarginatus";"syn"
"Notolabrus gymnogenis";"Labrus cyprinaceus";"syn"
"Notolabrus gymnogenis";"Pseudolabrus cyprinaceous";"syn"
"Notolabrus gymnogenis";"Pseudolabrus gymnogenis";"syn"
"Notolabrus gymnogenis";"Pseudolabrus nigromarginatus";"syn"
"Notolabrus inscriptus";"Notolabrus inscriptus";"acc"
"Notolabrus inscriptus";"Labrichthys inscripta";"syn"
"Notolabrus inscriptus";"Labrus inscriptus";"syn"
"Notolabrus inscriptus";"Pseudolabrus inscriptus";"syn"
"Notolabrus inscriptus";"Tautoga inscripta";"syn"
"Notolabrus parilus";"Notolabrus parilus";"acc"
"Notolabrus parilus";"Labrichthys bostockii";"syn"
"Notolabrus parilus";"Labrichthys convexus";"syn"
"Notolabrus parilus";"Labrichthys edelensis";"syn"
"Notolabrus parilus";"Labrichthys parila";"syn"
"Notolabrus parilus";"Labrichthys punctulata";"syn"
"Notolabrus parilus";"Labrichthys rubra";"syn"
"Notolabrus parilus";"Labrichthys unicolor";"syn"
"Notolabrus parilus";"Pseudolabrus bostockii";"syn"
"Notolabrus parilus";"Pseudolabrus convexus";"syn"
"Notolabrus parilus";"Pseudolabrus edelensis";"syn"
"Notolabrus parilus";"Pseudolabrus parila";"syn"
"Notolabrus parilus";"Pseudolabrus parilus";"syn"
"Notolabrus parilus";"Pseudolabrus punctulatus";"syn"
"Notolabrus parilus";"Pseudolabrus ruber";"syn"
"Notolabrus parilus";"Pseudolabrus unicolor";"syn"
"Notolabrus parilus";"Tautoga parila";"syn"
