"name","kingdom","phylum","class","order","family","genus","species"
"Mirolabrichthys tuka","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mirolabrichthys","Mirolabrichthys tuka"
"Pseudobalistes flavimarginatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Pseudobalistes","Pseudobalistes flavimarginatus"
"Pseudobalistes fuscus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Pseudobalistes","Pseudobalistes fuscus"
"Pseudobalistes naufragium","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Pseudobalistes","Pseudobalistes naufragium"
"Pseudoblennius cottoides","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Pseudoblennius","Pseudoblennius cottoides"
"Pseudocaranx dentex","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Pseudocaranx","Pseudocaranx dentex"
"Pseudocaranx wrighti","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Pseudocaranx","Pseudocaranx wrighti"
"Pseudocheilinops ataenia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocheilinops","Pseudocheilinops ataenia"
"Pseudocheilinus evanidus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocheilinus","Pseudocheilinus evanidus"
"Pseudocheilinus hexataenia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocheilinus","Pseudocheilinus hexataenia"
"Pseudocheilinus ocellatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocheilinus","Pseudocheilinus ocellatus"
"Pseudocheilinus octotaenia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocheilinus","Pseudocheilinus octotaenia"
"Pseudocheilinus tetrataenia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocheilinus","Pseudocheilinus tetrataenia"
"Pseudochromis ammeri","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis ammeri"
"Pseudochromis bitaeniatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis bitaeniatus"
"Pseudochromis cyanotaenia","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis cyanotaenia"
"Pseudochromis elongatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis elongatus"
"Pseudochromis flavivertex","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis flavivertex"
"Pseudochromis fridmani","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis fridmani"
"Pseudochromis fuscus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis fuscus"
"Pseudochromis marshallensis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis marshallensis"
"Pseudochromis olivaceus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis olivaceus"
"Pseudochromis pesi","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis pesi"
"Pseudochromis springeri","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis springeri"
"Pseudochromis wilsoni","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis wilsoni"
"Pseudocoris aurantiofasciata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocoris","Pseudocoris aurantiofasciata"
"Pseudocoris bleekeri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocoris","Pseudocoris bleekeri"
"Pseudocoris yamashiroi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocoris","Pseudocoris yamashiroi"
"Pseudodax moluccanus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudodax","Pseudodax moluccanus"
"Pseudojuloides atavai","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudojuloides","Pseudojuloides atavai"
"Pseudojuloides cerasinus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudojuloides","Pseudojuloides cerasinus"
"Pseudojuloides elongatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudojuloides","Pseudojuloides elongatus"
"Pseudolabrus biserialis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus biserialis"
"Pseudolabrus fuentesi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus fuentesi"
"Pseudolabrus guentheri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus guentheri"
"Pseudolabrus luculentus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus luculentus"
"Pseudolabrus miles","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus miles"
"Pseudolabrus rubicundus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus rubicundus"
"Pseudolabrus semifasciatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus semifasciatus"
"Pseudolabrus sieboldi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus sieboldi"
"Pseudopercis semifasciata","Animalia","Chordata","Teleostei","Perciformes","Pinguipedidae","Pseudopercis","Pseudopercis semifasciata"
"Pseudophycis bachus","Animalia","Chordata","Teleostei","Gadiformes","Moridae","Pseudophycis","Pseudophycis bachus"
"Pseudophycis barbata","Animalia","Chordata","Teleostei","Gadiformes","Moridae","Pseudophycis","Pseudophycis barbata"
"Pseudotolithus senegalensis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Pseudotolithus","Pseudotolithus senegalensis"
"Pseudupeneus grandisquamis","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Pseudupeneus","Pseudupeneus grandisquamis"
"Pseudupeneus maculatus","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Pseudupeneus","Pseudupeneus maculatus"
"Pseudupeneus prayensis","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Pseudupeneus","Pseudupeneus prayensis"
"Psilotris boehlkei","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Psilotris","Psilotris boehlkei"
"Pteragogus aurigarius","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pteragogus","Pteragogus aurigarius"
"Pteragogus cryptus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pteragogus","Pteragogus cryptus"
"Pteragogus enneacanthus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pteragogus","Pteragogus enneacanthus"
"Pteragogus flagellifer","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pteragogus","Pteragogus flagellifer"
"Pterapogon kauderni","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Pterapogon","Pterapogon kauderni"
"Ptereleotris calliura","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris calliura"
"Ptereleotris evides","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris evides"
"Ptereleotris hanae","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris hanae"
"Ptereleotris heteroptera","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris heteroptera"
"Ptereleotris microlepis","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris microlepis"
"Ptereleotris monoptera","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris monoptera"
"Ptereleotris zebra","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris zebra"
"Pterocaesio chrysozona","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio chrysozona"
"Pterocaesio digramma","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio digramma"
"Pterocaesio marri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio marri"
"Pterocaesio pisang","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio pisang"
"Pterocaesio randalli","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio randalli"
"Pterocaesio tessellata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio tessellata"
"Pterocaesio tile","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio tile"
"Pterocaesio trilineata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio trilineata"
"Pterogobius zacalles","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Pterogobius","Pterogobius zacalles"
"Pterogymnus laniarius","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pterogymnus","Pterogymnus laniarius"
"Pterois antennata","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Pterois","Pterois antennata"
"Pterois miles","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Pterois","Pterois miles"
"Pterois radiata","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Pterois","Pterois radiata"
"Pterois volitans","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Pterois","Pterois volitans"
"Pygoplites diacanthus","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Pygoplites","Pygoplites diacanthus"
"Quassiremus evionthas","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Quassiremus","Quassiremus evionthas"
"Rachycentron canadum","Animalia","Chordata","Teleostei","Carangiformes","Rachycentridae","Rachycentron","Rachycentron canadum"
"Rastrelliger kanagurta","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Rastrelliger","Rastrelliger kanagurta"
"Remora remora","Animalia","Chordata","Teleostei","Carangiformes","Echeneidae","Remora","Remora remora"
"Repomucenus calcaratus","Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Repomucenus","Repomucenus calcaratus"
"Rhabdamia gracilis","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Rhabdamia","Rhabdamia gracilis"
"Rhabdosargus holubi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Rhabdosargus","Rhabdosargus holubi"
"Rhabdosargus sarba","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Rhabdosargus","Rhabdosargus sarba"
"Rhacochilus toxotes","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Rhacochilus","Rhacochilus toxotes"
"Phanerodon vacca","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Phanerodon","Phanerodon vacca"
"Rhinecanthus aculeatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Rhinecanthus","Rhinecanthus aculeatus"
"Rhinecanthus assasi","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Rhinecanthus","Rhinecanthus assasi"
"Rhinecanthus lunula","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Rhinecanthus","Rhinecanthus lunula"
"Rhinecanthus rectangulus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Rhinecanthus","Rhinecanthus rectangulus"
"Rhinecanthus verrucosus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Rhinecanthus","Rhinecanthus verrucosus"
"Rhinogobiops nicholsii","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii"
"Rhinomuraena quaesita","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Rhinomuraena","Rhinomuraena quaesita"
"Rhomboplites aurorubens","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Rhomboplites","Rhomboplites aurorubens"
"Rhycherus filamentosus","Animalia","Chordata","Teleostei","Lophiiformes","Rhycheridae","Rhycherus","Rhycherus filamentosus"
"Rhynchostracion nasus","Animalia","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Rhynchostracion","Rhynchostracion nasus"
"Ruanoho whero","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Ruanoho","Ruanoho whero"
"Rypticus bicolor","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Rypticus","Rypticus bicolor"
"Rypticus courtenayi","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Rypticus","Rypticus courtenayi"
"Rypticus nigripinnis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Rypticus","Rypticus nigripinnis"
"Rypticus saponaceus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Rypticus","Rypticus saponaceus"
"Salarias alboguttatus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Salarias","Salarias alboguttatus"
"Salarias ceramensis","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Salarias","Salarias ceramensis"
"Salarias fasciatus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Salarias","Salarias fasciatus"
"Salarias guttatus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Salarias","Salarias guttatus"
"Salarias segmentatus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Salarias","Salarias segmentatus"
"Salmo salar","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo","Salmo salar"
"Sanopus astrifer","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Sanopus","Sanopus astrifer"
"Sanopus reticulatus","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Sanopus","Sanopus reticulatus"
"Sanopus splendidus","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Sanopus","Sanopus splendidus"
"Sarda australis","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Sarda","Sarda australis"
"Sarda orientalis","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Sarda","Sarda orientalis"
"Sarda sarda","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Sarda","Sarda sarda"
"Sardina pilchardus","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Sardina","Sardina pilchardus"
"Sardinella aurita","Animalia","Chordata","Teleostei","Clupeiformes","Dorosomatidae","Sardinella","Sardinella aurita"
"Sardinops sagax","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Sardinops","Sardinops sagax"
"Sargocentron caudimaculatum","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron caudimaculatum"
"Sargocentron cornutum","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron cornutum"
"Sargocentron diadema","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron diadema"
"Sargocentron hormion","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron hormion"
"Sargocentron ittodai","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron ittodai"
"Sargocentron melanospilos","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron melanospilos"
"Sargocentron microstoma","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron microstoma"
"Sargocentron rubrum","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron rubrum"
"Sargocentron spiniferum","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron spiniferum"
"Sargocentron suborbitale","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron suborbitale"
"Sargocentron tiere","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron tiere"
"Sargocentron tiereoides","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron tiereoides"
"Neoniphon vexillarium","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Neoniphon","Neoniphon vexillarium"
"Sargocentron violaceum","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron violaceum"
"Sarpa salpa","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Sarpa","Sarpa salpa"
"Saurida gracilis","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Saurida","Saurida gracilis"
"Saurida nebulosa","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Saurida","Saurida nebulosa"
"Scaevius milii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scaevius","Scaevius milii"
"Scartella poiti","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Scartella","Scartella poiti"
"Scartella springeri","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Scartella","Scartella springeri"
"Scarus altipinnis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus altipinnis"
"Scarus chameleon","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus chameleon"
"Scarus coelestinus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus coelestinus"
"Scarus coeruleus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus coeruleus"
"Scarus compressus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus compressus"
"Scarus dimidiatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus dimidiatus"
"Scarus falcipinnis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus falcipinnis"
"Scarus ferrugineus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus ferrugineus"
"Scarus festivus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus festivus"
"Scarus flavipectoralis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus flavipectoralis"
"Scarus forsteni","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus forsteni"
"Scarus frenatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus frenatus"
"Scarus fuscopurpureus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus fuscopurpureus"
"Scarus ghobban","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus ghobban"
"Scarus globiceps","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus globiceps"
"Scarus guacamaia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus guacamaia"
"Scarus iseri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus iseri"
"Scarus koputea","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus koputea"
"Scarus longipinnis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus longipinnis"
"Scarus niger","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus niger"
"Scarus oviceps","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus oviceps"
"Scarus perrico","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus perrico"
"Scarus prasiognathos","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus prasiognathos"
"Scarus psittacus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus psittacus"
"Scarus quoyi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus quoyi"
"Scarus rivulatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus rivulatus"
"Scarus rubroviolaceus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus rubroviolaceus"
"Scarus russelii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus russelii"
"Scarus scaber","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus scaber"
"Scarus schlegeli","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus schlegeli"
"Scarus spinus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus spinus"
"Scarus taeniopterus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus taeniopterus"
"Scarus tricolor","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus tricolor"
"Scarus trispinosus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus trispinosus"
"Scarus vetula","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus vetula"
"Scarus viridifucatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus viridifucatus"
"Scarus zelindae","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus zelindae"
"Schuettea scalaripinnis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Monodactylidae","Schuettea","Schuettea scalaripinnis"
"Schuettea woodwardi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Monodactylidae","Schuettea","Schuettea woodwardi"
"Sciaena umbra","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Sciaena","Sciaena umbra"
"Scobinichthys granulatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Scobinichthys","Scobinichthys granulatus"
"Scolecenchelys breviceps","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Scolecenchelys","Scolecenchelys breviceps"
"Scolopsis affinis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis affinis"
"Scolopsis aurata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis aurata"
"Scolopsis bilineata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis bilineata"
"Scolopsis ciliata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis ciliata"
"Scolopsis frenata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis frenata"
"Scolopsis ghanam","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis ghanam"
"Scolopsis lineata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis lineata"
"Scolopsis margaritifera","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis margaritifera"
"Scolopsis monogramma","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis monogramma"
"Scolopsis temporalis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis temporalis"
"Scolopsis trilineata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis trilineata"
"Scolopsis vosmeri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis vosmeri"
"Scolopsis xenochrous","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis xenochrous"
"Scomber australasicus","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber","Scomber australasicus"
"Scomber colias","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber","Scomber colias"
"Scomberoides commersonnianus","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus"
"Scomberoides lysan","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Scomberoides","Scomberoides lysan"
"Scomberoides tol","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Scomberoides","Scomberoides tol"
"Scomberomorus commerson","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus commerson"
"Scomberomorus maculatus","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus maculatus"
"Scomberomorus queenslandicus","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus queenslandicus"
"Scomberomorus regalis","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus regalis"
"Scomberomorus sierra","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus sierra"
"Scombrops boops","Animalia","Chordata","Teleostei","Acropomatiformes","Scombropidae","Scombrops","Scombrops boops"
"Scorpaena ascensionis","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena ascensionis"
"Scorpaena canariensis","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena canariensis"
"Scorpaena cardinalis","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena cardinalis"
"Scorpaena guttata","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena guttata"
"Scorpaena histrio","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena histrio"
"Scorpaena jacksoniensis","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena jacksoniensis"
"Scorpaena maderensis","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena maderensis"
"Scorpaena mellissii","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena mellissii"
"Scorpaena mystes","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena mystes"
"Scorpaena notata","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena notata"
"Scorpaena papillosa","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena papillosa"
"Scorpaena plumieri","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena plumieri"
"Scorpaena porcus","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena porcus"
"Scorpaena scrofa","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena scrofa"
"Scorpaena sumptuosa","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena sumptuosa"
