"fb_sci_name","gbif_valid_key","gbif_valid_name","gbif_synonym"
"Prionurus microlepidotus",5209142,"Prionurus microlepidotus",FALSE
"Prionurus punctatus",5209140,"Prionurus punctatus",FALSE
"Prionurus scalprum",5209137,"Prionurus scalprum",FALSE
"Pristiapogon exostigma",7193009,"Pristiapogon exostigma",FALSE
"Pristiapogon kallopterus",5853528,"Pristiapogon kallopterus",FALSE
"Pristicon trimaculatus",7193008,"Pristicon trimaculatus",FALSE
"Prognathodes aculeatus",2385596,"Prognathodes aculeatus",FALSE
"Prognathodes falcifer",2385594,"Prognathodes falcifer",FALSE
"Prolatilus jugularis",2387103,"Prolatilus jugularis",FALSE
"Psammoperca waigiensis",2393194,"Psammoperca waigiensis",FALSE
"Nemanthias bicolor",2388799,"Nemanthias bicolor",FALSE
"Nemanthias dispar",2388799,"Nemanthias dispar",FALSE
"Mirolabrichthys evansi",2387663,"Pseudanthias evansi",TRUE
"Pseudanthias hiva",2387672,"Pseudanthias hiva",FALSE
"Pseudanthias huchtii",2387625,"Pseudanthias huchtii",FALSE
"Pseudanthias hypselosoma",2387598,"Pseudanthias hypselosoma",FALSE
"Pseudanthias ignitus",2387647,"Pseudanthias ignitus",FALSE
"Pyronotanthias lori",11978557,"Pyronotanthias lori",FALSE
"Pseudanthias mooreanus",2387673,"Pseudanthias mooreanus",FALSE
"Pseudanthias olivaceus",2387570,"Pseudanthias olivaceus",FALSE
"Mirolabrichthys pascalus",2387675,"Pseudanthias pascalus",TRUE
"Pseudanthias pictilis",2387594,"Pseudanthias pictilis",FALSE
"Pseudanthias pleurotaenia",2387579,"Pseudanthias pleurotaenia",FALSE
"Nemanthias regalis",2388799,"Nemanthias regalis",FALSE
"Pseudanthias rubrizonatus",2387622,"Pseudanthias rubrizonatus",FALSE
"Pseudanthias squamipinnis",2387652,"Pseudanthias squamipinnis",FALSE
"Pseudanthias taeniatus",2387556,"Pseudanthias taeniatus",FALSE
"Mirolabrichthys tuka",2387643,"Pseudanthias tuka",TRUE
"Pseudobalistes flavimarginatus",2407181,"Pseudobalistes flavimarginatus",FALSE
"Pseudobalistes fuscus",2407175,"Pseudobalistes fuscus",FALSE
"Pseudobalistes naufragium",2407179,"Pseudobalistes naufragium",FALSE
"Pseudoblennius cottoides",2333895,"Pseudoblennius cottoides",FALSE
"Pseudocaranx dentex",2391175,"Pseudocaranx dentex",FALSE
"Pseudocaranx wrighti",2391172,"Pseudocaranx wrighti",FALSE
"Pseudocheilinops ataenia",2383621,"Pseudocheilinops ataenia",FALSE
"Pseudocheilinus evanidus",2383692,"Pseudocheilinus evanidus",FALSE
"Pseudocheilinus hexataenia",2383693,"Pseudocheilinus hexataenia",FALSE
"Pseudocheilinus ocellatus",2383698,"Pseudocheilinus ocellatus",FALSE
"Pseudocheilinus octotaenia",2383701,"Pseudocheilinus octotaenia",FALSE
"Pseudocheilinus tetrataenia",2383699,"Pseudocheilinus tetrataenia",FALSE
"Pseudochromis ammeri",7193079,"Pseudochromis ammeri",FALSE
"Pseudochromis bitaeniatus",2381678,"Pseudochromis bitaeniatus",FALSE
"Pseudochromis cyanotaenia",2381662,"Pseudochromis cyanotaenia",FALSE
"Pseudochromis elongatus",2381687,"Pseudochromis elongatus",FALSE
"Pseudochromis flavivertex",2381677,"Pseudochromis flavivertex",FALSE
"Pseudochromis fridmani",2381665,"Pseudochromis fridmani",FALSE
"Pseudochromis fuscus",2381652,"Pseudochromis fuscus",FALSE
"Pseudochromis marshallensis",2381659,"Pseudochromis marshallensis",FALSE
"Pseudochromis olivaceus",2381682,"Pseudochromis olivaceus",FALSE
"Pseudochromis pesi",2381648,"Pseudochromis pesi",FALSE
"Pseudochromis springeri",2381689,"Pseudochromis springeri",FALSE
"Pseudochromis wilsoni",2381690,"Pseudochromis wilsoni",FALSE
"Pseudocoris aurantiofasciata",2384316,"Pseudocoris aurantiofasciata",FALSE
"Pseudocoris bleekeri",2384319,"Pseudocoris bleekeri",FALSE
"Pseudocoris yamashiroi",2384310,"Pseudocoris yamashiroi",FALSE
"Pseudodax moluccanus",2383918,"Pseudodax moluccanus",FALSE
"Pseudojuloides atavai",2384341,"Pseudojuloides atavai",FALSE
"Pseudojuloides cerasinus",2384331,"Pseudojuloides cerasinus",FALSE
"Pseudojuloides elongatus",2384338,"Pseudojuloides elongatus",FALSE
"Pseudolabrus biserialis",2383791,"Pseudolabrus biserialis",FALSE
"Pseudolabrus fuentesi",2383759,"Pseudolabrus fuentesi",FALSE
"Pseudolabrus guentheri",2383794,"Pseudolabrus guentheri",FALSE
"Pseudolabrus luculentus",2383778,"Pseudolabrus luculentus",FALSE
"Pseudolabrus miles",2383758,"Pseudolabrus miles",FALSE
"Pseudolabrus rubicundus",2383750,"Pseudolabrus rubicundus",FALSE
"Pseudolabrus semifasciatus",2383764,"Pseudolabrus semifasciatus",FALSE
"Pseudolabrus sieboldi",2383777,"Pseudolabrus sieboldi",FALSE
"Pseudopercis semifasciata",2386944,"Pseudopercis semifasciata",FALSE
"Pseudophycis bachus",2417276,"Pseudophycis bachus",FALSE
"Pseudophycis barbata",2417281,"Pseudophycis barbata",FALSE
"Pseudotolithus senegalensis",2399606,"Pseudotolithus senegalensis",FALSE
"Pseudupeneus grandisquamis",2396817,"Pseudupeneus grandisquamis",FALSE
"Pseudupeneus maculatus",2396813,"Pseudupeneus maculatus",FALSE
"Pseudupeneus prayensis",2396810,"Pseudupeneus prayensis",FALSE
"Psilotris boehlkei",2378325,"Psilotris boehlkei",FALSE
"Pteragogus aurigarius",2383583,"Pteragogus aurigarius",FALSE
"Pteragogus cryptus",2383598,"Pteragogus cryptus",FALSE
"Pteragogus enneacanthus",2383592,"Pteragogus enneacanthus",FALSE
"Pteragogus flagellifer",2383577,"Pteragogus flagellifer",FALSE
"Pterapogon kauderni",2397627,"Pterapogon kauderni",FALSE
"Ptereleotris calliura",2385823,"Ptereleotris calliura",FALSE
"Ptereleotris evides",2385790,"Ptereleotris evides",FALSE
"Ptereleotris hanae",2385787,"Ptereleotris hanae",FALSE
"Ptereleotris heteroptera",2385827,"Ptereleotris heteroptera",FALSE
"Ptereleotris microlepis",2385801,"Ptereleotris microlepis",FALSE
"Ptereleotris monoptera",2385813,"Ptereleotris monoptera",FALSE
"Ptereleotris zebra",2385784,"Ptereleotris zebra",FALSE
"Pterocaesio chrysozona",2374755,"Pterocaesio chrysozona",FALSE
"Pterocaesio digramma",2374768,"Pterocaesio digramma",FALSE
"Pterocaesio marri",2374765,"Pterocaesio marri",FALSE
"Pterocaesio pisang",2374738,"Pterocaesio pisang",FALSE
"Pterocaesio randalli",2374741,"Pterocaesio randalli",FALSE
"Pterocaesio tessellata",2374749,"Pterocaesio tessellata",FALSE
"Pterocaesio tile",2374759,"Pterocaesio tile",FALSE
"Pterocaesio trilineata",2374744,"Pterocaesio trilineata",FALSE
"Pterogobius zacalles",2379207,"Pterogobius zacalles",FALSE
"Pterogymnus laniarius",5210988,"Pterogymnus laniarius",FALSE
"Pterois antennata",2334443,"Pterois antennata",FALSE
"Pterois miles",2334433,"Pterois miles",FALSE
"Pterois radiata",2334440,"Pterois radiata",FALSE
"Pterois volitans",2334438,"Pterois volitans",FALSE
"Pygoplites diacanthus",2396596,"Pygoplites diacanthus",FALSE
"Quassiremus evionthas",2404941,"Quassiremus evionthas",FALSE
"Rachycentron canadum",2391729,"Rachycentron canadum",FALSE
"Rastrelliger kanagurta",2374317,"Rastrelliger kanagurta",FALSE
"Remora remora",2375267,"Remora remora",FALSE
"Repomucenus calcaratus",2386716,"Repomucenus calcaratus",FALSE
"Rhabdamia gracilis",2397636,"Rhabdamia gracilis",FALSE
"Rhabdosargus holubi",2392345,"Rhabdosargus holubi",FALSE
"Rhabdosargus sarba",2392320,"Rhabdosargus sarba",FALSE
"Rhacochilus toxotes",2389318,"Rhacochilus toxotes",FALSE
"Phanerodon vacca",2389313,"Rhacochilus vacca",TRUE
"Rhinecanthus aculeatus",2407235,"Rhinecanthus aculeatus",FALSE
"Rhinecanthus assasi",2407230,"Rhinecanthus assasi",FALSE
"Rhinecanthus lunula",2407243,"Rhinecanthus lunula",FALSE
"Rhinecanthus rectangulus",2407244,"Rhinecanthus rectangulus",FALSE
"Rhinecanthus verrucosus",2407225,"Rhinecanthus verrucosus",FALSE
"Rhinogobiops nicholsii",2376636,"Rhinogobiops nicholsii",FALSE
"Rhinomuraena quaesita",2404128,"Rhinomuraena quaesita",FALSE
"Rhomboplites aurorubens",2384721,"Rhomboplites aurorubens",FALSE
"Rhycherus filamentosus",2414690,"Rhycherus filamentosus",FALSE
"Rhynchostracion nasus",2408143,"Rhynchostracion nasus",FALSE
"Ruanoho whero",2392785,"Ruanoho whero",FALSE
"Rypticus bicolor",2387713,"Rypticus bicolor",FALSE
"Rypticus courtenayi",2387712,"Rypticus courtenayi",FALSE
"Rypticus nigripinnis",2387706,"Rypticus nigripinnis",FALSE
"Rypticus saponaceus",2387710,"Rypticus saponaceus",FALSE
"Salarias alboguttatus",2396098,"Salarias alboguttatus",FALSE
"Salarias ceramensis",2396093,"Salarias ceramensis",FALSE
"Salarias fasciatus",2396090,"Salarias fasciatus",FALSE
"Salarias guttatus",2396104,"Salarias guttatus",FALSE
"Salarias segmentatus",2396102,"Salarias segmentatus",FALSE
"Salmo salar",7595433,"Salmo salar",FALSE
"Sanopus astrifer",2350867,"Sanopus astrifer",FALSE
"Sanopus reticulatus",2350866,"Sanopus reticulatus",FALSE
"Sanopus splendidus",2350865,"Sanopus splendidus",FALSE
"Sarda australis",5208599,"Sarda australis",FALSE
"Sarda orientalis",5208602,"Sarda orientalis",FALSE
"Sarda sarda",5208593,"Sarda sarda",FALSE
"Sardina pilchardus",2413224,"Sardina pilchardus",FALSE
"Sardinella aurita",2412864,"Sardinella aurita",FALSE
"Sardinops sagax",2412583,"Sardinops sagax",FALSE
"Sargocentron caudimaculatum",2356824,"Sargocentron caudimaculatum",FALSE
"Sargocentron cornutum",2356794,"Sargocentron cornutum",FALSE
"Sargocentron diadema",2356867,"Sargocentron diadema",FALSE
"Sargocentron hormion",2356872,"Sargocentron hormion",FALSE
"Sargocentron ittodai",2356848,"Sargocentron ittodai",FALSE
"Sargocentron melanospilos",2356792,"Sargocentron melanospilos",FALSE
"Sargocentron microstoma",2356812,"Sargocentron microstoma",FALSE
"Sargocentron rubrum",2356802,"Sargocentron rubrum",FALSE
"Sargocentron spiniferum",2356873,"Sargocentron spiniferum",FALSE
"Sargocentron suborbitale",7193466,"Sargocentron suborbitale",FALSE
"Sargocentron tiere",2356760,"Sargocentron tiere",FALSE
"Sargocentron tiereoides",2356775,"Sargocentron tiereoides",FALSE
"Neoniphon vexillarium",11092132,"Neoniphon vexillarium",FALSE
"Sargocentron violaceum",2356744,"Sargocentron violaceum",FALSE
"Sarpa salpa",2392628,"Sarpa salpa",FALSE
"Saurida gracilis",5962529,"Saurida gracilis",FALSE
"Saurida nebulosa",2401141,"Saurida nebulosa",FALSE
"Scaevius milii",2380173,"Scaevius milii",FALSE
"Scartella poiti",2395172,"Scartella poiti",FALSE
"Scartella springeri",2395166,"Scartella springeri",FALSE
"Scarus altipinnis",2393750,"Scarus altipinnis",FALSE
"Scarus chameleon",2393724,"Scarus chameleon",FALSE
"Scarus coelestinus",2393609,"Scarus coelestinus",FALSE
"Scarus coeruleus",9811485,"Scarus coeruleus",FALSE
"Scarus compressus",2393726,"Scarus compressus",FALSE
"Scarus dimidiatus",2393705,"Scarus dimidiatus",FALSE
"Scarus falcipinnis",2393632,"Scarus falcipinnis",FALSE
"Scarus ferrugineus",2393738,"Scarus ferrugineus",FALSE
"Scarus festivus",2393666,"Scarus festivus",FALSE
"Scarus flavipectoralis",2393629,"Scarus flavipectoralis",FALSE
"Scarus forsteni",2393682,"Scarus forsteni",FALSE
"Scarus frenatus",2393569,"Scarus frenatus",FALSE
"Scarus fuscopurpureus",2393722,"Scarus fuscopurpureus",FALSE
"Scarus ghobban",2393577,"Scarus ghobban",FALSE
"Scarus globiceps",2393782,"Scarus globiceps",FALSE
"Scarus guacamaia",2393779,"Scarus guacamaia",FALSE
"Scarus iseri",2393654,"Scarus iseri",FALSE
"Scarus koputea",2393728,"Scarus koputea",FALSE
"Scarus longipinnis",2393687,"Scarus longipinnis",FALSE
"Scarus niger",2393689,"Scarus niger",FALSE
"Scarus oviceps",2393627,"Scarus oviceps",FALSE
"Scarus perrico",2393725,"Scarus perrico",FALSE
"Scarus prasiognathos",2393756,"Scarus prasiognathos",FALSE
"Scarus psittacus",2393800,"Scarus psittacus",FALSE
"Scarus quoyi",2393542,"Scarus quoyi",FALSE
"Scarus rivulatus",2390341,"Scarus rivulatus",FALSE
"Scarus rubroviolaceus",2393790,"Scarus rubroviolaceus",FALSE
"Scarus russelii",2393648,"Scarus russelii",FALSE
"Scarus scaber",2393773,"Scarus scaber",FALSE
"Scarus schlegeli",2393714,"Scarus schlegeli",FALSE
"Scarus spinus",2393729,"Scarus spinus",FALSE
"Scarus taeniopterus",2393734,"Scarus taeniopterus",FALSE
"Scarus tricolor",2393638,"Scarus tricolor",FALSE
"Scarus trispinosus",2393679,"Scarus trispinosus",FALSE
"Scarus vetula",2393681,"Scarus vetula",FALSE
"Scarus viridifucatus",2393563,"Scarus viridifucatus",FALSE
"Scarus zelindae",2393733,"Scarus zelindae",FALSE
"Schuettea scalaripinnis",2393436,"Schuettea scalaripinnis",FALSE
"Schuettea woodwardi",2393437,"Schuettea woodwardi",FALSE
"Sciaena umbra",2399670,"Sciaena umbra",FALSE
"Scobinichthys granulatus",2406906,"Scobinichthys granulatus",FALSE
"Scolecenchelys breviceps",2405003,"Scolecenchelys breviceps",FALSE
"Scolopsis affinis",2380072,"Scolopsis affinis",FALSE
"Scolopsis aurata",2380141,"Scolopsis aurata",FALSE
"Scolopsis bilineata",2380123,"Scolopsis bilineata",FALSE
"Scolopsis ciliata",2380134,"Scolopsis ciliata",FALSE
"Scolopsis frenata",6168985,"Scolopsis frenata",FALSE
"Scolopsis ghanam",2380131,"Scolopsis ghanam",FALSE
"Scolopsis lineata",2380075,"Scolopsis lineata",FALSE
"Scolopsis margaritifera",2380116,"Scolopsis margaritifera",FALSE
"Scolopsis monogramma",2380089,"Scolopsis monogramma",FALSE
"Scolopsis temporalis",2380091,"Scolopsis temporalis",FALSE
"Scolopsis trilineata",2380114,"Scolopsis trilineata",FALSE
"Scolopsis vosmeri",2380093,"Scolopsis vosmeri",FALSE
"Scolopsis xenochrous",2380086,"Scolopsis xenochrous",FALSE
"Scomber australasicus",2374156,"Scomber australasicus",FALSE
"Scomber colias",2374161,"Scomber colias",FALSE
"Scomberoides commersonnianus",2390863,"Scomberoides commersonnianus",FALSE
"Scomberoides lysan",2390871,"Scomberoides lysan",FALSE
"Scomberoides tol",2390855,"Scomberoides tol",FALSE
"Scomberomorus commerson",2374255,"Scomberomorus commerson",FALSE
"Scomberomorus maculatus",2374268,"Scomberomorus maculatus",FALSE
"Scomberomorus queenslandicus",2374254,"Scomberomorus queenslandicus",FALSE
"Scomberomorus regalis",2374249,"Scomberomorus regalis",FALSE
"Scomberomorus sierra",2374269,"Scomberomorus sierra",FALSE
"Scombrops boops",2380384,"Scombrops boops",FALSE
"Scorpaena ascensionis",2334580,"Scorpaena ascensionis",FALSE
"Scorpaena canariensis",2334554,"Scorpaena canariensis",FALSE
"Scorpaena cardinalis",2334612,"Scorpaena cardinalis",FALSE
"Scorpaena guttata",2334627,"Scorpaena guttata",FALSE
"Scorpaena histrio",2334642,"Scorpaena histrio",FALSE
"Scorpaena jacksoniensis",4838037,"Scorpaena jacksoniensis",FALSE
"Scorpaena maderensis",2334648,"Scorpaena maderensis",FALSE
"Scorpaena mellissii",2334662,"Scorpaena mellissii",FALSE
"Scorpaena mystes",2334583,"Scorpaena mystes",FALSE
"Scorpaena notata",2334619,"Scorpaena notata",FALSE
"Scorpaena papillosa",2334593,"Scorpaena papillosa",FALSE
"Scorpaena plumieri",2334560,"Scorpaena plumieri",FALSE
"Scorpaena porcus",2334600,"Scorpaena porcus",FALSE
"Scorpaena scrofa",2334574,"Scorpaena scrofa",FALSE
"Scorpaena sumptuosa",2334607,"Scorpaena sumptuosa",FALSE
"Scorpaenichthys marmoratus",5201222,"Scorpaenichthys marmoratus",FALSE
"Scorpaenodes evides",5962231,"Scorpaenodes evides",FALSE
"Scorpaenodes parvipinnis",2334387,"Scorpaenodes parvipinnis",FALSE
"Scorpaenodes scaber",2334366,"Scorpaenodes scaber",FALSE
"Scorpaenopsis cirrosa",2334749,"Scorpaenopsis cirrosa",FALSE
"Scorpaenopsis diabolus",2334743,"Scorpaenopsis diabolus",FALSE
"Scorpaenopsis neglecta",2334723,"Scorpaenopsis neglecta",FALSE
"Scorpaenopsis oxycephalus",2334739,"Scorpaenopsis oxycephala",TRUE
"Scorpaenopsis papuensis",2334769,"Scorpaenopsis papuensis",FALSE
"Scorpaenopsis possi",2334718,"Scorpaenopsis possi",FALSE
"Scorpis aequipinnis",2381256,"Scorpis aequipinnis",FALSE
"Scorpis georgiana",4840333,"Scorpis georgiana",FALSE
"Scorpis lineolata",2381262,"Scorpis lineolata",FALSE
"Scorpis violacea",2381258,"Scorpis violacea",FALSE
"Sebastapistes cyanostigma",5201235,"Sebastapistes cyanostigma",FALSE
"Sebastapistes strongia",5201245,"Sebastapistes strongia",FALSE
"Sebastes atrovirens",2335410,"Sebastes atrovirens",FALSE
"Sebastes auriculatus",2335497,"Sebastes auriculatus",FALSE
"Sebastes carnatus",2335544,"Sebastes carnatus",FALSE
"Sebastes caurinus",2335455,"Sebastes caurinus",FALSE
"Sebastes chrysomelas",2335502,"Sebastes chrysomelas",FALSE
"Sebastes flavidus",2335500,"Sebastes flavidus",FALSE
"Sebastes inermis",2333687,"Sebastes inermis",FALSE
"Sebastes maliger",2335438,"Sebastes maliger",FALSE
"Sebastes mystinus",2335366,"Sebastes mystinus",FALSE
"Sebastes oculatus",2335413,"Sebastes oculatus",FALSE
"Sebastes paucispinis",2335466,"Sebastes paucispinis",FALSE
"Sebastes rastrelliger",2335464,"Sebastes rastrelliger",FALSE
"Sebastes rosaceus",2335450,"Sebastes rosaceus",FALSE
"Sebastes serranoides",2335548,"Sebastes serranoides",FALSE
"Sebastes serriceps",2335522,"Sebastes serriceps",FALSE
"Sebastiscus albofasciatus",2335358,"Sebastiscus albofasciatus",FALSE
"Sebastiscus marmoratus",2335355,"Sebastiscus marmoratus",FALSE
"Selar boops",2391003,"Selar boops",FALSE
"Selar crumenophthalmus",2391007,"Selar crumenophthalmus",FALSE
"Selaroides leptolepis",2391226,"Selaroides leptolepis",FALSE
"Semicossyphus darwini",2384407,"Semicossyphus darwini",FALSE
"Semicossyphus pulcher",2384402,"Semicossyphus pulcher",FALSE
"Seriola dumerili",5961696,"Seriola dumerili",FALSE
"Seriola hippos",5961706,"Seriola hippos",FALSE
"Seriola lalandi",5961708,"Seriola lalandi",FALSE
"Seriola rivoliana",5961682,"Seriola rivoliana",FALSE
"Seriolella brama",2398108,"Seriolella brama",FALSE
"Serranocirrhitus latus",2388626,"Serranocirrhitus latus",FALSE
"Serranus atricauda",2388720,"Serranus atricauda",FALSE
"Serranus baldwini",2388737,"Serranus baldwini",FALSE
"Serranus cabrilla",2388710,"Serranus cabrilla",FALSE
"Serranus flaviventris",2388728,"Serranus flaviventris",FALSE
"Serranus psittacinus",2388731,"Serranus psittacinus",FALSE
"Serranus scriba",2388714,"Serranus scriba",FALSE
"Serranus socorroensis",2388705,"Serranus socorroensis",FALSE
"Serranus tabacarius",2388759,"Serranus tabacarius",FALSE
"Serranus tico",5788197,"Serranus tico",FALSE
"Serranus tigrinus",2388739,"Serranus tigrinus",FALSE
"Serranus tortugarum",2388727,"Serranus tortugarum",FALSE
"Siganus argenteus",2390180,"Siganus argenteus",FALSE
"Siganus corallinus",2390296,"Siganus corallinus",FALSE
"Siganus doliatus",2390315,"Siganus doliatus",FALSE
"Siganus fuscescens",2390191,"Siganus fuscescens",FALSE
"Siganus guttatus",2390286,"Siganus guttatus",FALSE
"Siganus javus",2390192,"Siganus javus",FALSE
"Siganus lineatus",2390288,"Siganus lineatus",FALSE
"Siganus luridus",2390262,"Siganus luridus",FALSE
"Siganus niger",2390318,"Siganus niger",FALSE
"Siganus puelloides",2390312,"Siganus puelloides",FALSE
"Siganus puellus",2390277,"Siganus puellus",FALSE
"Siganus punctatissimus",2390257,"Siganus punctatissimus",FALSE
"Siganus punctatus",2390198,"Siganus punctatus",FALSE
"Siganus rivulatus",2390185,"Siganus rivulatus",FALSE
"Siganus spinus",2390216,"Siganus spinus",FALSE
"Siganus stellatus",2390297,"Siganus stellatus",FALSE
"Siganus trispilos",2390371,"Siganus trispilos",FALSE
"Siganus vermiculatus",2390251,"Siganus vermiculatus",FALSE
"Siganus virgatus",2390240,"Siganus virgatus",FALSE
"Siganus vulpinus",2390172,"Siganus vulpinus",FALSE
"Signigobius biocellatus",2379211,"Signigobius biocellatus",FALSE
"Sillaginodes punctatus",2391982,"Sillaginodes punctatus",FALSE
"Sillago ciliata",8231523,"Sillago ciliata",FALSE
"Sillago schomburgkii",2391965,"Sillago schomburgkii",FALSE
"Siphamia cephalotes",2397498,"Siphamia cephalotes",FALSE
"Siphamia roseigaster",2397503,"Siphamia roseigaster",FALSE
"Siphonognathus argyrophanes",5210077,"Siphonognathus argyrophanes",FALSE
"Siphonognathus attenuatus",5210078,"Siphonognathus attenuatus",FALSE
"Siphonognathus beddomei",5210076,"Siphonognathus beddomei",FALSE
"Siphonognathus caninis",5210080,"Siphonognathus caninis",FALSE
"Siphonognathus radiatus",5210079,"Siphonognathus radiatus",FALSE
"Sparisoma amplum",2393931,"Sparisoma amplum",FALSE
"Sparisoma atomarium",2393934,"Sparisoma atomarium",FALSE
"Sparisoma aurofrenatum",2393918,"Sparisoma aurofrenatum",FALSE
"Sparisoma axillare",2393922,"Sparisoma axillare",FALSE
"Sparisoma chrysopterum",2393900,"Sparisoma chrysopterum",FALSE
"Sparisoma cretense",2393905,"Sparisoma cretense",FALSE
"Sparisoma frondosum",2393899,"Sparisoma frondosum",FALSE
"Sparisoma radians",2393901,"Sparisoma radians",FALSE
"Sparisoma rubripinne",2393924,"Sparisoma rubripinne",FALSE
"Sparisoma viride",2393894,"Sparisoma viride",FALSE
"Sparodon durbanensis",2392315,"Sparodon durbanensis",FALSE
"Sphaeramia nematoptera",2396947,"Sphaeramia nematoptera",FALSE
"Sphoeroides annulatus",2407867,"Sphoeroides annulatus",FALSE
"Sphoeroides lobatus",2407883,"Sphoeroides lobatus",FALSE
"Sphoeroides marmoratus",2407842,"Sphoeroides marmoratus",FALSE
"Sphoeroides spengleri",2407829,"Sphoeroides spengleri",FALSE
"Sphyraena barracuda",9784990,"Sphyraena barracuda",FALSE
"Sphyraena ensis",2394266,"Sphyraena ensis",FALSE
"Sphyraena flavicauda",2394248,"Sphyraena flavicauda",FALSE
"Sphyraena helleri",2394245,"Sphyraena helleri",FALSE
"Sphyraena idiastes",2394242,"Sphyraena idiastes",FALSE
"Sphyraena jello",2394208,"Sphyraena jello",FALSE
"Sphyraena novaehollandiae",2394253,"Sphyraena novaehollandiae",FALSE
"Sphyraena obtusata",2394249,"Sphyraena obtusata",FALSE
"Sphyraena putnamae",2394217,"Sphyraena putnamae",FALSE
"Sphyraena qenie",2394210,"Sphyraena qenie",FALSE
"Sphyraena viridensis",2394222,"Sphyraena viridensis",FALSE
"Spicara maena",2393205,"Spicara maena",FALSE
"Spondyliosoma cantharus",2392356,"Spondyliosoma cantharus",FALSE
"Spondyliosoma emarginatum",2392352,"Spondyliosoma emarginatum",FALSE
"Spratelloides gracilis",2412980,"Spratelloides gracilis",FALSE
"Spratelloides robustus",2412985,"Spratelloides robustus",FALSE
"Springeratus polyporatus",2380283,"Springeratus polyporatus",FALSE
"Squamicreedia obtusa",2389147,"Squamicreedia obtusa",FALSE
"Stanulus talboti",2395123,"Stanulus talboti",FALSE
"Starksia galapagensis",2389564,"Starksia galapagensis",FALSE
"Stegastes acapulcoensis",2398815,"Stegastes acapulcoensis",FALSE
"Stegastes adustus",2398897,"Stegastes adustus",FALSE
"Stegastes albifasciatus",2398793,"Stegastes albifasciatus",FALSE
"Plectroglyphidodon altus",2398822,"Stegastes altus",TRUE
"Plectroglyphidodon apicalis",2398801,"Stegastes apicalis",TRUE
"Stegastes arcifrons",2398772,"Stegastes arcifrons",FALSE
"Plectroglyphidodon aureus",2398812,"Stegastes aureus",TRUE
"Stegastes beebei",2398845,"Stegastes beebei",FALSE
"Stegastes diencaeus",2398786,"Stegastes diencaeus",FALSE
"Plectroglyphidodon emeryi",2398770,"Stegastes emeryi",TRUE
"Plectroglyphidodon fasciolatus",2398851,"Stegastes fasciolatus",TRUE
"Stegastes flavilatus",2398819,"Stegastes flavilatus",FALSE
"Stegastes fuscus",2398866,"Stegastes fuscus",FALSE
"Plectroglyphidodon gascoynei",2398817,"Stegastes gascoynei",TRUE
"Plectroglyphidodon insularis",2398839,"Stegastes insularis",TRUE
"Stegastes leucorus",2398803,"Stegastes leucorus",FALSE
"Stegastes leucostictus",2398903,"Stegastes leucostictus",FALSE
"Stegastes nigricans",2398824,"Stegastes nigricans",FALSE
"Plectroglyphidodon obreptus",2398779,"Stegastes obreptus",TRUE
"Stegastes partitus",2398881,"Stegastes partitus",FALSE
"Stegastes pictus",2398843,"Stegastes pictus",FALSE
"Stegastes planifrons",2398894,"Stegastes planifrons",FALSE
"Stegastes punctatus",4841243,"Stegastes punctatus",FALSE
"Stegastes rectifraenum",2398781,"Stegastes rectifraenum",FALSE
"Stegastes redemptus",2398892,"Stegastes redemptus",FALSE
"Stegastes variabilis",2398885,"Stegastes variabilis",FALSE
"Stephanolepis cirrhifer",5213457,"Stephanolepis cirrhifer",FALSE
"Stephanolepis hispida",5213455,"Stephanolepis hispidus",TRUE
"Stereolepis gigas",5211259,"Stereolepis gigas",FALSE
"Stethojulis albovittata",2383410,"Stethojulis albovittata",FALSE
"Stethojulis balteata",2383444,"Stethojulis balteata",FALSE
"Stethojulis bandanensis",2383402,"Stethojulis bandanensis",FALSE
"Stethojulis interrupta",2383427,"Stethojulis interrupta",FALSE
"Stethojulis marquesensis",2383426,"Stethojulis marquesensis",FALSE
"Stethojulis strigiventer",2383438,"Stethojulis strigiventer",FALSE
"Stethojulis terina",2383435,"Stethojulis terina",FALSE
"Stethojulis trilineata",2383415,"Stethojulis trilineata",FALSE
"Stichaeus punctatus",4284936,"Stichaeus punctatus",FALSE
"Stygnobrotula latebricola",2346377,"Stygnobrotula latebricola",FALSE
"Suezichthys arquatus",2384300,"Suezichthys arquatus",FALSE
"Suezichthys aylingi",2384301,"Suezichthys aylingi",FALSE
"Suezichthys cyanolaemus",2384306,"Suezichthys cyanolaemus",FALSE
"Suezichthys devisi",2384307,"Suezichthys devisi",FALSE
"Sufflamen albicaudatum",2407201,"Sufflamen albicaudatum",FALSE
"Sufflamen bursa",2407198,"Sufflamen bursa",FALSE
"Sufflamen chrysopterum",2407192,"Sufflamen chrysopterum",FALSE
"Sufflamen fraenatum",2407185,"Sufflamen fraenatum",FALSE
"Sufflamen verres",2407205,"Sufflamen verres",FALSE
"Symphodus cinereus",2384043,"Symphodus cinereus",FALSE
"Symphodus doderleini",2383968,"Symphodus doderleini",FALSE
"Symphodus mediterraneus",2384029,"Symphodus mediterraneus",FALSE
"Symphodus melops",2383978,"Symphodus melops",FALSE
"Symphodus ocellatus",9740273,"Symphodus ocellatus",FALSE
"Symphodus roissali",2384006,"Symphodus roissali",FALSE
"Symphodus rostratus",2383991,"Symphodus rostratus",FALSE
"Symphodus tinca",2383970,"Symphodus tinca",FALSE
